"date","sitename","county","aqi","status","so2","co","o3","pm10","pm2.5","no2","nox","no","windspeed","winddirec","after_reform"
2017-04-15,"Datong","Taipei City",101,NA,3.1,1.51,NA,83,34,42,74,33,NA,NA,FALSE
2017-04-15,"Xingang","Chiayi County",20,"Good",1,0.19,11,NA,4,11,15,4.3,1.6,104,FALSE
2017-04-15,"Dongshan","Yilan County",57,"Moderate",1.6,0.24,17,39,18,9.5,13,3.7,1.3,235,FALSE
2017-04-15,"Zhongli","Taoyuan City",68,"Moderate",4.1,0.85,17,77,25,40,59,20,1.1,18,TRUE
2017-04-15,"Dali","Taichung City",48,"Good",5.2,0.64,108,50,15,20,22,2,2.4,236,FALSE
2017-04-15,"Zhongli","Taoyuan City",59,"Moderate",1.2,0.52,19,40,10,21,31,9.8,1.3,172,FALSE
2017-04-15,"Yilan","Yilan County",34,"Good",1.2,0.2,35,19,5,3.8,4.1,0.3,1,218,FALSE
2017-04-15,"Wanli","New Taipei City",132,NA,2.3,0.27,70,113,33,3.3,4.5,1.2,9.8,22,FALSE
2017-04-15,"Mailiao","Yunlin County",69,"Moderate",0.8,0.21,43,77,17,5.7,7.3,1.6,3.7,109,FALSE
2017-04-15,"Nanzi","Kaohsiung City",123,"Unhealthy for Sensitive Groups",3.3,0.45,31,98,50,20,23,3,1.4,51,TRUE
2017-04-15,"Dayuan","Taoyuan City",40,"Good",1.9,0.1,31,27,14,3.9,5,1.1,4.4,256,FALSE
2017-04-15,"Miaoli","Miaoli County",95,"Moderate",3.4,0.35,55,70,37,16,20,3.6,2.4,326,FALSE
2017-04-15,"Toufen","Miaoli County",55,"Moderate",1.3,0.29,29,32,16,8.6,8.4,-0.2,1.6,194,FALSE
2017-04-15,"Xitun","Taichung City",72,"Moderate",3.4,0.32,42,99,30,19,25,6.2,3.2,299,FALSE
2017-04-15,"Mailiao","Yunlin County",36,"Good",2,0.14,18,29,12,5.9,7.4,1.6,2,233,FALSE
2017-04-15,"Miaoli","Miaoli County",41,"Good",1.6,0.38,20,24,10,9.6,12,1.9,2.4,213,FALSE
2017-04-15,"Sanchong","New Taipei City",50,"Good",3.1,1.47,NA,54,15,51,122,71,NA,NA,FALSE
2017-04-15,"Nantou","Nantou County",95,"Moderate",0.8,0.39,31,47,36,9.5,11,1.2,2,33,FALSE
2017-04-15,"Renwu","Kaohsiung City",49,"Good",2.4,0.18,16,37,13,7.4,7.7,0.3,0.9,162,FALSE
2017-04-15,"Dali","Taichung City",33,"Good",2.2,0.46,35,4,11,17,18,1.3,2.4,35,FALSE
2017-04-15,"Toufen","Miaoli County",36,"Good",8.7,0.37,1.8,31,14,22,35,13,1.7,223,FALSE
2017-04-15,"Shilin","Taipei City",21,"Good",1.9,0.1,19,19,6,2.1,3.1,1,3.4,82,FALSE
2017-04-15,"Shilin","Taipei City",38,"Good",0.6,0.25,38,13,2,6.8,7.6,0.8,2.2,115,TRUE
2017-04-15,"Guanyin","Taoyuan City",47,"Good",3.9,0.26,51,42,17,15,16,1.8,6,82,FALSE
2017-04-15,"Shilin","Taipei City",25,"Good",3.9,0.3,14,33,14,13,22,9.2,1.2,298,FALSE
2017-04-15,"Zhongshan","Taipei City",42,"Good",1.4,0.25,31,19,10,8.3,9.6,1.3,1.4,136,FALSE
2017-04-15,"Hsinchu","Hsinchu City",34,"Good",2.3,0.61,3.1,15,12,24,36,13,0.8,67,FALSE
2017-04-15,"Zuoying","Kaohsiung City",115,"Unhealthy for Sensitive Groups",2,0.45,23,80,43,15,15,0.3,2.4,0.9,TRUE
2017-04-15,"Puli","Nantou County",54,"Moderate",2.6,0.32,13,34,13,14,15,0.8,1.2,313,TRUE
2017-04-15,"Meinong","Kaohsiung City",44,"Good",2,0.13,40,67,15,2.5,4.6,2.1,2.6,89,FALSE
2017-04-15,"Zhushan","Nantou County",67,"Moderate",1.6,0.37,29,27,22,13,14,1.1,2,307,FALSE
2017-04-15,"Hualien","Hualien County",38,"Good",1,0.24,36,21,11,2.5,3.1,0.5,2,249,FALSE
2017-04-15,"Zuoying","Kaohsiung City",117,"Unhealthy for Sensitive Groups",3.7,0.69,33,112,69,28,30,1.8,5,3.6,TRUE
2017-04-15,"Taitung","Taitung County",30,"Good",0.7,0.28,27,23,8,4.3,6.6,2.4,1.9,326,TRUE
2017-04-15,"Guanyin","Taoyuan City",146,NA,6.7,0.42,45,85,54,19,20,0.7,6.9,83,FALSE
2017-04-15,"Nanzi","Kaohsiung City",43,"Good",2.1,0.36,11,39,21,10,14,3.4,2.5,253,FALSE
2017-04-15,"Qianzhen","Kaohsiung City",159,"Unhealthy",3.3,0.71,5.2,120,84,28,30,2.2,1.2,1.3,TRUE
2017-04-15,"Fengshan","Kaohsiung City",61,"Moderate",2.7,0.23,43,52,14,6.4,7,0.6,1.5,301,FALSE
2017-04-15,"Pingzhen","Taoyuan City",93,"Moderate",2.7,0.2,32,46,20,9.2,12,2.8,1.6,241,FALSE
2017-04-15,"Tamsui","New Taipei City",54,"Moderate",1.2,0.34,13,32,14,13,15,1.8,NA,NA,FALSE
2017-04-15,"Pingtung","Pingtung County",23,"Good",1.5,0.25,8.1,26,8,5.4,8.2,2.8,1.2,53,FALSE
2017-04-15,"Tainan","Tainan City",73,"Moderate",1.6,0.79,44,48,23,20,22,1.7,1,146,FALSE
2017-04-15,"Zhudong","Hsinchu County",61,"Moderate",2,0.13,34,29,19,7.3,8.5,1.2,1.3,83,FALSE
2017-04-15,"Shanhua","Tainan City",31,"Good",3.2,0.21,12,27,12,6.6,9.1,2.6,3.6,145,FALSE
2017-04-15,"Toufen","Miaoli County",87,"Moderate",1.2,0.36,16,44,27,12,13,1.2,0.9,93,FALSE
2017-04-15,"Xianxi","Changhua County",86,"Moderate",2.1,0.5,29,48,32,14,18,4.1,1.6,131,FALSE
2017-04-15,"Xianxi","Changhua County",53,"Moderate",8.4,0.34,5.3,34,21,25,27,1.9,1.3,40,FALSE
2017-04-15,"Toufen","Miaoli County",76,"Moderate",2.4,0.32,41,58,27,10,12,2.1,2.2,296,FALSE
2017-04-15,"Hualien","Hualien County",32,"Good",1.4,0.27,16,30,13,7.4,7.4,0,2.8,236,FALSE
2017-04-15,"Douliu","Yunlin County",115,NA,2.5,0.29,58,86,27,14,15,0.8,3.6,354,FALSE
2017-04-15,"Tucheng","New Taipei City",35,"Good",1.7,0.31,19,28,9,9.1,16,6.5,2.6,212,FALSE
2017-04-15,"Cailiao","New Taipei City",60,"Moderate",6.8,1.17,1.2,39,24,36,57,21,1.5,122,FALSE
2017-04-15,"Qiaotou","Kaohsiung City",153,NA,3.1,0.7,14,84,55,27,30,2.5,2.4,42,FALSE
2017-04-15,"Songshan","Taipei City",54,"Moderate",1.7,0.33,17,21,7,16,18,1.9,1.4,67,FALSE
2017-04-15,"Puzi","Chiayi County",37,"Good",1.9,0.12,14,31,13,NA,NA,NA,1.7,11,FALSE
2017-04-15,"Magong","Penghu County",48,"Good",2.8,0.19,39,19,19,4,5.1,1.1,1.9,0,FALSE
2017-04-15,"Tainan","Tainan City",39,"Good",2.6,0.56,9.1,34,13,26,35,9.5,1.6,31,TRUE
2017-04-15,"Mailiao","Yunlin County",158,NA,3.2,0.5,32,189,49,14,17,2.7,7.6,65,FALSE
2017-04-15,"Zhudong","Hsinchu County",37,"Good",0.8,0.17,6.7,21,13,7.7,9.9,2.2,1.2,39,FALSE
2017-04-15,"Pingzhen","Taoyuan City",77,"Moderate",2.9,0.24,46,70,33,9.3,11,1.5,2.8,259,FALSE
2017-04-15,"Tucheng","New Taipei City",48,"Good",3,0.25,8.5,30,16,12,13,1.8,1.9,219,FALSE
2017-04-15,"Puzi","Chiayi County",60,"Moderate",3,0.32,21,29,19,13,14,1,1.6,7.9,TRUE
2017-04-15,"Tamsui","New Taipei City",47,"Good",1.4,0.19,45,32,14,1.2,2.5,1.3,NA,NA,FALSE
2017-04-15,"Shanhua","Tainan City",121,"Unhealthy for Sensitive Groups",3.4,0.49,18,82,54,19,20,0.8,2.4,349,TRUE
2017-04-15,"Puzi","Chiayi County",101,NA,3.2,0.51,7.4,86,37,18,20,2,1.4,356,FALSE
2017-04-15,"Sanyi","Miaoli County",94,"Moderate",2.4,0.58,22,61,40,14,18,4.2,2.2,318,FALSE
2017-04-15,"Annan","Tainan City",58,"Moderate",3.5,0.71,10,44,19,20,29,8.6,2.2,242,FALSE
2017-04-15,"Longtan","Taoyuan City",84,"Moderate",2,0.28,60,59,17,9,10,1,5.3,60,FALSE
2017-04-15,"Lunbei","Yunlin County",82,"Moderate",4.4,0.53,52,94,38,NA,NA,NA,NA,NA,FALSE
2017-04-15,"Zhongli","Taoyuan City",31,"Good",3.4,0.51,15,31,NA,31,55,24,1.2,21,TRUE
2017-04-15,"Taixi","Yunlin County",111,NA,3.8,0.22,37,48,35,7,8.5,1.5,3,48,FALSE
2017-04-15,"Dayuan","Taoyuan City",27,"Good",2.1,0.33,20,28,4,17,21,4.7,4,43,TRUE
2017-04-15,"Zhongshan","Taipei City",61,"Moderate",1.7,0.48,35,43,22,7.6,7.6,0,2.9,118,FALSE
2017-04-15,"Qianzhen","Kaohsiung City",140,"Unhealthy for Sensitive Groups",6.5,0.56,53,86,64,21,25,3.6,1.8,314,FALSE
2017-04-15,"Zhushan","Nantou County",42,"Good",3.2,0.18,56,27,16,4.7,5,0.2,2,284,FALSE
2017-04-15,"Linkou","New Taipei City",27,"Good",1.3,0.17,16,16,9,13,21,7.9,5.5,255,FALSE
2017-04-15,"Taixi","Yunlin County",55,"Moderate",1.7,0.27,13,31,23,9,12,2.6,2,110,FALSE
2017-04-15,"Magong","Penghu County",75,"Moderate",1.7,0.47,33,115,44,3.4,4.9,1.5,8.5,92,FALSE
2017-04-15,"Zhongshan","Taipei City",20,"Good",0.9,0.5,12,15,NA,18,24,5.9,1.7,150,FALSE
2017-04-15,"Renwu","Kaohsiung City",113,NA,8.2,0.48,12,80,48,21,23,2,0.4,16,FALSE
2017-04-15,"Zhushan","Nantou County",101,NA,2.7,0.41,17,44,36,15,16,0.9,0.7,160,FALSE
2017-04-15,"Yonghe","New Taipei City",52,"Moderate",1.9,0.31,49,36,10,8.7,10,1.4,3,98,FALSE
2017-04-15,"Banqiao","New Taipei City",25,"Good",1.8,0.4,23,12,8,15,19,4.3,3.6,337,TRUE
2017-04-15,"Cailiao","New Taipei City",60,"Moderate",3.1,0.38,15,43,21,11,17,5.5,1.7,240,FALSE
2017-04-15,"Qianjin","Kaohsiung City",133,NA,4.4,0.57,24,130,45,27,28,1,2.7,338,FALSE
2017-04-15,"Zhongli","Taoyuan City",61,"Moderate",3.2,0.77,24,42,6,27,46,19,2,356,FALSE
2017-04-15,"Erlin","Changhua County",54,"Moderate",2.7,0.38,31,67,21,12,12,0.7,3.2,18,FALSE
2017-04-15,"Yangming","Taipei City",21,"Good",1.4,0.08,21,3,NA,0.7,1.6,0.9,NA,NA,FALSE
2017-04-15,"Hualien","Hualien County",11,"Good",1.1,0.08,12,4,NA,1.1,2.3,1.2,3.2,227,FALSE
2017-04-15,"Changhua","Changhua County",90,"Moderate",11,0.47,56,72,29,17,20,2.9,3.2,312,FALSE
2017-04-15,"Wanli","New Taipei City",102,NA,2.8,0.25,68,133,26,4,5.6,1.5,7.2,25,FALSE
2017-04-15,"Fengyuan","Taichung City",58,"Moderate",1.1,0.19,60,28,22,6.4,7.4,1,3.6,29,FALSE
2017-04-15,"Keelung","Keelung City",38,"Good",1.3,0.17,42,19,8,2.3,2.4,0.1,2.5,79,TRUE
2017-04-15,"Fengyuan","Taichung City",76,"Moderate",0.9,0.26,47,34,18,3.9,4.8,0.9,1.3,46,FALSE
2017-04-15,"Kinmen","Kinmen County",88,"Moderate",2.2,0.36,66,47,31,8,8.8,0.7,3,102,FALSE
2017-04-15,"Zuoying","Kaohsiung City",102,NA,4.4,0.83,25,62,31,24,30,5.8,1.3,243,FALSE
2017-04-15,"Zhushan","Nantou County",68,"Moderate",2.2,0.21,33,20,10,7.9,10,2.4,1,200,FALSE
2017-04-15,"Pingzhen","Taoyuan City",38,"Good",4.3,0.41,65,49,16,17,20,2.8,2.7,311,FALSE
2017-04-15,"Songshan","Taipei City",25,"Good",0.8,0.29,27,15,7,14,20,6,2,63,FALSE
2017-04-15,"Xindian","New Taipei City",71,"Moderate",4.6,0.84,38,52,32,24,29,5.3,0.8,124,FALSE
2017-04-15,"Hsinchu","Hsinchu City",95,"Moderate",3.1,2.12,2.6,55,38,63,87,23,0.6,207,FALSE
2017-04-15,"Xingang","Chiayi County",41,"Good",1.4,0.18,20,16,16,6.1,6.8,0.7,0.9,242,FALSE
2017-04-15,"Tucheng","New Taipei City",26,"Good",1.6,0.25,NA,13,NA,11,12,0.8,0.9,164,FALSE
2017-04-15,"Annan","Tainan City",135,NA,4.8,0.66,13,94,60,19,31,12,2.8,315,FALSE
2017-04-15,"Matsu","Lienchiang County",87,"Moderate",1.9,0.12,65,48,19,3.2,3.7,0.4,3,190,FALSE
2017-04-15,"Guanyin","Taoyuan City",27,"Good",2.2,0.18,23,47,8,5.4,7.1,1.7,11,82,FALSE
2017-04-15,"Wanli","New Taipei City",50,"Good",1.5,0.17,6.7,20,11,5.3,6.7,1.4,2,192,FALSE
2017-04-15,"Qianzhen","Kaohsiung City",31,"Good",2.2,0.57,5,38,6,22,25,3.5,0.5,119,FALSE
2017-04-15,"Chaozhou","Pingtung County",NA,NA,3.8,0.46,61,82,57,10,NA,NA,NA,NA,TRUE
2017-04-15,"Wanli","New Taipei City",65,"Moderate",8.3,0.17,40,31,24,5.6,7.6,2,2.5,45,FALSE
2017-04-15,"Fuxing","Kaohsiung City",86,"Moderate",14,0.55,15,48,27,24,26,2.1,0.8,113,FALSE
2017-04-15,"Nantou","Nantou County",65,"Moderate",NA,NA,30,76,22,NA,NA,NA,3.6,303,FALSE
2017-04-15,"Nantou","Nantou County",103,NA,0.9,0.49,31,54,29,18,20,1.7,1,40,FALSE
2017-04-15,"Toufen","Miaoli County",61,"Moderate",2.6,0.2,78,37,23,4.6,5.8,1.1,2.5,293,FALSE
2017-04-15,"Tamsui","New Taipei City",63,"Moderate",NA,NA,57,65,30,NA,NA,NA,NA,NA,FALSE
2017-04-15,"Keelung","Keelung City",31,"Good",1.5,0.1,22,6,7,3.4,4.5,1.1,3.1,77,FALSE
2017-04-15,"Hualien","Hualien County",26,"Good",0.2,0.09,18,13,5,0.8,2.8,2,3.6,148,FALSE
2017-04-15,"Annan","Tainan City",27,"Good",NA,0.34,8.6,30,7,13,14,1.8,0.6,42,FALSE
2017-04-15,"Dayuan","Taoyuan City",63,"Moderate",2.5,0.24,47,50,30,13,16,2.1,3.3,49,FALSE
2017-04-15,"Xitun","Taichung City",77,"Moderate",3,0.32,55,51,16,10,12,1.3,0.5,211,FALSE
2017-04-15,"Guanyin","Taoyuan City",44,"Good",1.5,0.08,31,26,8,2.7,3.3,0.6,2.3,306,FALSE
2017-04-15,"Magong","Penghu County",45,"Good",NA,NA,NA,NA,NA,NA,NA,NA,5.2,81,FALSE
2017-04-15,"Yonghe","New Taipei City",59,"Moderate",1.7,0.68,38,35,16,26,40,13,2.4,48,FALSE
2017-04-15,"Tainan","Tainan City",101,NA,3.6,0.32,68,69,36,6.7,7.4,0.6,2.9,306,FALSE
2017-04-15,"Fuxing","Kaohsiung City",55,"Moderate",9.2,0.86,4.5,31,14,32,43,12,0.5,181,FALSE
2017-04-15,"Datong","Taipei City",64,"Moderate",0.7,0.28,NA,50,5,5.1,6.5,1.4,NA,NA,FALSE
2017-04-15,"Zhushan","Nantou County",152,"Unhealthy",NA,0.42,3.8,56,43,21,22,1.2,0.6,352,FALSE
2017-04-15,"Chaozhou","Pingtung County",24,"Good",2.8,0.15,19,35,3,4.7,7.5,2.8,2,219,FALSE
2017-04-15,"Xizhi","New Taipei City",51,"Moderate",2.3,0.34,35,35,15,17,19,1.6,2.2,39,FALSE
2017-04-15,"Shanhua","Tainan City",110,NA,4.2,0.36,46,62,34,11,13,2.1,4.7,318,FALSE
2017-04-15,"Fuxing","Kaohsiung City",32,"Good",3.1,0.18,14,29,6,6.5,9.2,2.7,1.7,202,FALSE
2017-04-15,"Chiayi","Chiayi City",80,"Moderate",2.4,0.37,51,66,37,10,12,1.3,0.5,104,FALSE
2017-04-15,"Zhongli","Taoyuan City",46,"Good",8.1,0.77,1,35,15,15,35,20,1.1,186,FALSE
2017-04-15,"Xindian","New Taipei City",36,"Good",1.3,0.48,29,30,13,16,18,1.9,1.8,128,FALSE
2017-04-15,"Yonghe","New Taipei City",53,"Moderate",0.9,0.31,21,26,14,7.7,8.8,1.2,1,113,FALSE
2017-04-15,"Zhongshan","Taipei City",42,"Good",1.7,0.93,2.5,15,NA,44,74,30,0.9,250,FALSE
2017-04-15,"Puli","Nantou County",42,"Good",2,0.35,23,11,13,13,15,1.4,1.6,37,FALSE
2017-04-15,"Guanshan","Taitung County",27,"Good",1.1,NA,5.6,29,6,4.7,8.3,3.6,0.5,290,FALSE
2017-04-15,"Xianxi","Changhua County",67,"Moderate",1.9,0.22,40,14,15,3.6,4.4,0.8,1,42,FALSE
2017-04-15,"Xindian","New Taipei City",66,"Moderate",2.8,0.34,83,29,29,11,12,1.8,2.4,329,FALSE
2017-04-15,"Fuxing","Kaohsiung City",27,"Good",5.2,0.23,19,23,11,11,18,6.4,1.3,217,FALSE
2017-04-15,"Wanhua","Taipei City",39,"Good",-0.4,0.43,29,18,NA,15,19,4.1,3.8,105,FALSE
2017-04-15,"Dongshan","Yilan County",27,"Good",1.7,0.29,11,32,11,7.4,15,7.6,0.6,90,FALSE
2017-04-15,"Taixi","Yunlin County",75,"Moderate",1.2,0.16,31,36,24,5.9,7,1.1,6.5,33,FALSE
2017-04-15,"Puzi","Chiayi County",78,"Moderate",3.2,0.29,22,89,35,11,12,1,0.8,106,FALSE
2017-04-15,"Lunbei","Yunlin County",77,"Moderate",3.8,0.2,53,67,24,14,15,0.8,2.5,348,FALSE
2017-04-15,"Tucheng","New Taipei City",24,"Good",1.7,0.22,38,7,7,6.2,7,0.9,1.3,149,FALSE
2017-04-15,"Songshan","Taipei City",128,NA,1.8,0.27,52,52,40,4.5,5.5,1,2.8,47,FALSE
2017-04-15,"Guanyin","Taoyuan City",54,"Moderate",4.3,0.2,34,34,18,6.9,7.5,0.6,8.4,67,TRUE
2017-04-15,"Nantou","Nantou County",59,"Moderate",4.5,0.72,1.3,49,20,23,46,24,0.8,137,FALSE
2017-04-15,"Tainan","Tainan City",119,NA,2.2,0.42,33,65,36,15,16,1.3,1.6,93,FALSE
2017-04-15,"Daliao","Kaohsiung City",26,"Good",1.9,0.27,6.8,32,9,9.8,14,4.2,1.3,156,FALSE
2017-04-15,"Shanhua","Tainan City",110,NA,3.3,0.35,46,128,30,14,15,0.7,4.6,350,FALSE
2017-04-15,"Douliu","Yunlin County",80,"Moderate",2.7,0.27,11,49,18,26,28,2.8,1.4,25,FALSE
2017-04-15,"Songshan","Taipei City",72,"Moderate",2.9,0.35,72,40,36,16,19,2.8,1.8,32,FALSE
2017-04-15,"Guanyin","Taoyuan City",82,"Moderate",3.6,0.37,35,92,30,15,16,0.8,7.5,78,FALSE
2017-04-15,"Renwu","Kaohsiung City",154,"Unhealthy",2.2,0.47,11,109,58,16,17,1,1.9,331,TRUE
2017-04-15,"Lunbei","Yunlin County",73,"Moderate",2.1,0.21,27,38,17,NA,NA,NA,1.9,8.7,FALSE
2017-04-15,"Qianjin","Kaohsiung City",103,"Unhealthy for Sensitive Groups",2.4,0.25,52,87,34,8.5,9.2,0.7,4.9,325,FALSE
2017-04-15,"Hengchun","Pingtung County",71,"Moderate",0.8,0.23,60,18,2,1.7,2.6,0.9,5.9,41,FALSE
2017-04-15,"Nanzi","Kaohsiung City",61,"Moderate",6.5,0.65,2.6,56,13,32,37,4.9,0.6,256,FALSE
2017-04-15,"Puli","Nantou County",90,"Moderate",2.2,0.22,31,50,32,7.5,8.5,1,1.9,76,FALSE
2017-04-15,"Zhushan","Nantou County",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
2017-04-15,"Guting","Taipei City",26,"Good",1.7,0.43,11,13,NA,14,18,3.9,0.4,122,FALSE
2017-04-15,"Renwu","Kaohsiung City",121,NA,9.6,1.18,17,90,52,63,95,32,0.5,18,FALSE
2017-04-15,"Zhongshan","Taipei City",29,"Good",1.5,0.3,26,22,14,11,19,7.9,3.1,120,FALSE
2017-04-15,"Dali","Taichung City",56,"Moderate",1.7,0.26,48,47,9,7,8.3,1.3,3,13,FALSE
2017-04-15,"Linkou","New Taipei City",52,"Moderate",1.5,0.13,38,46,19,6.7,9,2.3,4.1,261,FALSE
2017-04-15,"Erlin","Changhua County",76,"Moderate",3.7,0.21,29,61,23,11,15,3.8,3.7,45,FALSE
2017-04-15,"Shanhua","Tainan City",53,"Moderate",NA,NA,NA,NA,NA,NA,NA,NA,6.2,240,FALSE
2017-04-15,"Changhua","Changhua County",126,NA,3.3,0.67,9,63,49,28,29,0.9,1.7,354,FALSE
2017-04-15,"Taitung","Taitung County",25,"Good",1.1,0.43,24,25,8,9.5,11,1.7,1.1,312,FALSE
2017-04-15,"Nantou","Nantou County",43,"Good",0.9,0.17,18,23,13,3.5,3.6,0.1,1.6,149,FALSE
2017-04-15,"Daliao","Kaohsiung City",44,"Good",4.4,0.27,19,44,16,8.4,15,6.9,1.6,98,FALSE
2017-04-15,"Puzi","Chiayi County",72,"Moderate",3.2,0.23,40,102,18,7.8,9.1,1.3,3.8,97,FALSE
2017-04-15,"Cailiao","New Taipei City",54,"Moderate",2.4,0.31,50,23,16,10,13,2.6,3.3,55,FALSE
2017-04-15,"Taoyuan","Taoyuan City",47,"Good",2.7,0.41,23,21,11,19,22,2.7,0.9,134,FALSE
2017-04-15,"Banqiao","New Taipei City",83,"Moderate",17,0.62,46,105,49,22,24,2.8,2.3,291,FALSE
2017-04-15,"Sanchong","New Taipei City",55,"Moderate",4.5,1.31,NA,58,4,47,116,69,NA,NA,FALSE
2017-04-15,"Yilan","Yilan County",41,"Good",2.5,0.19,33,35,10,5.7,7.9,2.1,2,52,FALSE
2017-04-15,"Taoyuan","Taoyuan City",28,"Good",5.8,0.27,22,20,17,13,14,0.7,1.9,104,TRUE
2017-04-15,"Zhudong","Hsinchu County",139,"Unhealthy for Sensitive Groups",1.5,0.41,41,62,37,5.2,6.3,1.1,5,42,TRUE
2017-04-15,"Hukou","Hsinchu County",60,"Moderate",3,0.18,56,21,13,1.1,1.5,0.4,2.6,358,FALSE
2017-04-15,"Matsu","Lienchiang County",83,"Moderate",3.2,0.31,55,60,31,4.7,5.2,0.5,3.8,44,FALSE
2017-04-15,"Qiaotou","Kaohsiung City",88,"Moderate",2.3,0.33,37,59,16,11,15,3.5,4.1,37,FALSE
2017-04-15,"Dali","Taichung City",134,NA,4.5,1.13,31,92,45,49,62,14,1.4,271,FALSE
2017-04-15,"Wanhua","Taipei City",57,"Moderate",1.4,0.71,4.3,23,8,16,28,12,0.6,50,FALSE
2017-04-15,"Shalu","Taichung City",77,"Moderate",4.9,0.38,31,52,31,14,15,0.8,1.7,173,FALSE
2017-04-15,"Linkou","New Taipei City",65,"Moderate",4.3,0.55,1.9,66,33,38,46,8.5,0.9,171,FALSE
2017-04-15,"Tucheng","New Taipei City",114,NA,5,0.59,54,79,50,23,25,2.4,2.6,352,FALSE
2017-04-15,"Yangming","Taipei City",67,"Moderate",2.5,0.23,66,31,25,3.2,3.9,0.6,NA,NA,FALSE
2017-04-15,"Tamsui","New Taipei City",43,"Good",3.1,0.33,9.9,27,8,9.9,12,1.6,NA,NA,FALSE
2017-04-15,"Zhongli","Taoyuan City",53,"Moderate",5,1.14,32,39,16,29,55,26,1.6,126,FALSE
2017-04-15,"Renwu","Kaohsiung City",98,"Moderate",3,0.17,54,189,38,7.5,9.5,2,2.5,328,FALSE
2017-04-15,"Fengshan","Kaohsiung City",112,"Unhealthy for Sensitive Groups",6,0.6,14,113,29,33,34,0.8,0.9,23,TRUE
2017-04-15,"Chiayi","Chiayi City",77,"Moderate",4,0.33,25,75,15,17,18,0.9,2,230,FALSE
2017-04-15,"Xizhi","New Taipei City",76,"Moderate",2.4,0.59,35,41,25,24,26,2.2,0.5,110,FALSE
2017-04-15,"Shalu","Taichung City",71,"Moderate",2.4,0.38,42,65,29,10,12,1.5,6.7,63,FALSE
2017-04-15,"Xizhi","New Taipei City",52,"Moderate",4.3,0.52,7.6,13,NA,36,64,28,1.3,75,TRUE
2017-04-15,"Renwu","Kaohsiung City",67,"Moderate",5.5,0.29,68,44,22,8.1,9.8,1.8,1.6,316,FALSE
2017-04-15,"Dayuan","Taoyuan City",57,"Moderate",2,0.22,41,39,4,9.3,9.9,0.6,5.2,58,FALSE
2017-04-15,"Hsinchu","Hsinchu City",38,"Good",2.2,0.32,36,26,13,11,12,1.1,4.8,70,FALSE
2017-04-15,"Wanli","New Taipei City",48,"Good",1.7,0.14,55,34,17,1.9,3,1,7.3,56,TRUE
2017-04-15,"Qianjin","Kaohsiung City",56,"Moderate",5.9,1.13,20,81,14,41,60,19,1.2,139,TRUE
2017-04-15,"Toufen","Miaoli County",49,"Good",-0.3,0.49,27,26,15,14,16,2.2,4.4,73,FALSE
2017-04-15,"Xiaogang","Kaohsiung City",28,"Good",3.6,0.1,9.7,29,3,7.9,15,6.6,5.4,179,FALSE
2017-04-15,"Xizhi","New Taipei City",30,"Good",1.3,0.42,21,18,10,18,26,7.3,1.2,139,FALSE
2017-04-15,"Puzi","Chiayi County",62,"Moderate",2.2,0.37,48,108,35,8.4,9.2,0.9,3,64,FALSE
2017-04-15,"Hualien","Hualien County",25,"Good",2.1,0.26,33,8,4,11,13,2.1,3.7,27,TRUE
2017-04-15,"Xianxi","Changhua County",80,"Moderate",2.2,0.34,20,38,28,16,16,0.3,1.6,14,FALSE
2017-04-15,"Puzi","Chiayi County",87,"Moderate",3.1,0.2,61,46,16,5,6.2,1.1,1.9,280,FALSE
2017-04-15,"Erlin","Changhua County",31,"Good",3,0.11,40,23,14,2.7,3.5,0.8,1.9,97,FALSE
2017-04-15,"Tainan","Tainan City",103,"Unhealthy for Sensitive Groups",2.4,0.39,16,109,22,17,20,3,2.3,14,FALSE
2017-04-15,"Douliu","Yunlin County",105,NA,2,0.42,43,82,58,17,18,1,2.3,7.4,FALSE
2017-04-15,"Taixi","Yunlin County",41,"Good",1.9,0.11,23,32,12,2.5,4.8,2.3,4.8,238,FALSE
2017-04-15,"Miaoli","Miaoli County",74,"Moderate",2.6,0.24,45,52,27,10,9.9,-0.1,3.4,60,FALSE
2017-04-15,"Erlin","Changhua County",114,"Unhealthy for Sensitive Groups",2.1,0.48,29,114,37,7.4,8.2,0.8,1.6,59,TRUE
2017-04-15,"Taoyuan","Taoyuan City",32,"Good",8.2,0.93,2.2,26,17,18,49,32,0.6,57,FALSE
2017-04-15,"Zuoying","Kaohsiung City",31,"Good",1.6,0.17,15,34,8,8.3,12,3.3,2.8,213,FALSE
2017-04-15,"Mailiao","Yunlin County",75,"Moderate",4.9,0.36,33,50,24,14,19,4.5,3.8,11,TRUE
2017-04-15,"Shilin","Taipei City",47,"Good",6.4,0.52,32,44,20,22,24,1.9,1.2,106,FALSE
2017-04-15,"Dali","Taichung City",31,"Good",1.9,0.51,20,30,6,15,18,2.9,4.8,32,TRUE
2017-04-15,"Kinmen","Kinmen County",73,"Moderate",3.7,0.39,36,36,17,17,18,1.2,1.5,68,FALSE
2017-04-15,"Qiaotou","Kaohsiung City",38,"Good",7.6,0.45,16,31,14,15,23,7.2,3.9,167,FALSE
2017-04-15,"Pingtung","Pingtung County",84,"Moderate",1.9,0.27,57,57,30,6.4,8.1,1.7,2.2,310,FALSE
