"date","sitename","county","aqi","status","so2","co","o3","pm10","pm2.5","no2","nox","no","windspeed","winddirec","after_reform"
2017-04-15,"Xinying","Tainan City",112,NA,2.1,0.35,53,51,7,13,15,1.3,2.4,325,FALSE
2017-04-15,"Zhongli","Taoyuan City",99,"Moderate",9.1,1.59,1.9,63,39,39,67,27,0.6,270,FALSE
2017-04-15,"Qianjin","Kaohsiung City",124,"Unhealthy for Sensitive Groups",1.7,0.6,29,84,50,28,30,1.7,1.2,354,TRUE
2017-04-15,"Xitun","Taichung City",29,"Good",1.3,0.33,4.2,25,8,15,23,8.6,1.2,199,FALSE
2017-04-15,"Songshan","Taipei City",23,"Good",3.5,0.33,6,10,6,24,30,6.1,1.5,61,FALSE
2017-04-15,"Mailiao","Yunlin County",44,"Good",4.2,0.23,31,27,7,13,16,3,5.6,51,FALSE
2017-04-15,"Toufen","Miaoli County",38,"Good",NA,NA,41,15,12,NA,NA,NA,3,63,TRUE
2017-04-15,"Matsu","Lienchiang County",41,"Good",3.3,0.1,21,41,16,3.6,5.8,2.2,4.7,114,FALSE
2017-04-15,"Lunbei","Yunlin County",56,"Moderate",1.5,0.25,53,33,19,8.2,8.7,0.6,5,71,FALSE
2017-04-15,"Hukou","Hsinchu County",39,"Good",2.2,0.22,40,19,3,4.5,5.2,0.7,6.2,43,TRUE
2017-04-15,"Taixi","Yunlin County",1,"Good",NA,NA,1.2,NA,NA,NA,NA,NA,2.1,134,FALSE
2017-04-15,"Linkou","New Taipei City",57,"Moderate",1.4,0.33,39,30,19,15,17,1.8,1.5,119,TRUE
2017-04-15,"Kinmen","Kinmen County",93,"Moderate",3.9,0.37,58,94,35,11,13,1.6,4.1,61,TRUE
2017-04-15,"Changhua","Changhua County",41,"Good",0.2,0.27,20,25,3,7.5,7.8,0.3,3.1,124,FALSE
2017-04-15,"Chiayi","Chiayi City",87,"Moderate",3,0.36,47,57,30,14,17,3,3.1,27,FALSE
2017-04-15,"Matsu","Lienchiang County",87,"Moderate",1.7,0.24,67,43,24,4.5,5,0.5,5.7,38,FALSE
2017-04-15,"Renwu","Kaohsiung City",41,"Good",7.7,0.36,87,47,14,15,16,1.4,1.4,300,FALSE
2017-04-15,"Xingang","Chiayi County",93,"Moderate",5.2,0.32,75,91,32,10,12,1.6,4.8,348,FALSE
2017-04-15,"Erlin","Changhua County",117,NA,6.7,0.41,12,87,45,22,23,0.8,2.2,13,FALSE
2017-04-15,"Keelung","Keelung City",44,"Good",0.8,0.16,44,30,15,1.7,3,1.3,1.7,75,FALSE
2017-04-15,"Dali","Taichung City",55,"Moderate",2.8,0.38,14,41,8,17,21,3.9,1.9,276,FALSE
2017-04-15,"Taoyuan","Taoyuan City",73,"Moderate",11,0.51,6.1,52,18,26,38,12,0.8,96,FALSE
2017-04-15,"Daliao","Kaohsiung City",101,NA,3.6,0.53,52,80,42,22,23,1.7,2.3,5.7,FALSE
2017-04-15,"Tamsui","New Taipei City",27,"Good",1.8,0.73,4,27,9,27,37,11,NA,NA,FALSE
2017-04-15,"Taoyuan","Taoyuan City",24,"Good",7.3,0.32,23,11,9,13,14,0.9,0.5,40,FALSE
2017-04-15,"Erlin","Changhua County",65,"Moderate",3.7,0.18,36,91,20,15,16,1.2,3.7,56,FALSE
2017-04-15,"Datong","Taipei City",69,"Moderate",5,1.87,NA,63,25,39,62,24,NA,NA,FALSE
2017-04-15,"Zuoying","Kaohsiung City",113,NA,4.1,0.58,24,93,47,19,20,1.1,1.7,46,FALSE
2017-04-15,"Linyuan","Kaohsiung City",72,"Moderate",6,0.36,1.4,71,23,22,28,5.8,2.6,28,TRUE
2017-04-15,"Linkou","New Taipei City",150,NA,1.1,0.31,66,93,41,7.2,8.7,1.5,3.1,320,FALSE
2017-04-15,"Qianzhen","Kaohsiung City",63,"Moderate",2.5,0.49,26,33,21,19,20,0.7,1,15,FALSE
2017-04-15,"Xinying","Tainan City",58,"Moderate",1.7,0.19,24,35,7,8.7,8.9,0.2,2.6,351,FALSE
2017-04-15,"Zhudong","Hsinchu County",89,"Moderate",1.9,0.44,12,71,29,15,16,1.5,1.1,131,FALSE
2017-04-15,"Hualien","Hualien County",39,"Good",1.7,0.26,40,13,12,3.4,3.9,0.5,4.9,59,TRUE
2017-04-15,"Sanchong","New Taipei City",40,"Good",2.8,1.37,NA,22,5,42,108,66,NA,NA,FALSE
2017-04-15,"Renwu","Kaohsiung City",129,"Unhealthy for Sensitive Groups",2.1,0.77,10,100,56,30,33,2.2,1.9,334,TRUE
2017-04-15,"Chiayi","Chiayi City",68,"Moderate",3.3,0.38,51,57,22,17,19,2,3.3,297,FALSE
2017-04-15,"Puzi","Chiayi County",80,"Moderate",5.8,0.4,42,81,31,12,16,4.2,2.2,89,FALSE
2017-04-15,"Zhushan","Nantou County",109,NA,2.1,0.47,12,49,39,16,19,2.8,1.3,44,FALSE
2017-04-15,"Xinying","Tainan City",56,"Moderate",4.1,0.28,55,56,29,11,12,1.4,2,327,FALSE
2017-04-15,"Dayuan","Taoyuan City",185,NA,4.6,0.51,79,76,36,19,19,0.2,0.6,161,FALSE
2017-04-15,"Xianxi","Changhua County",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
2017-04-15,"Dali","Taichung City",44,"Good",2.8,0.25,58,46,26,9.9,13,2.8,3,267,FALSE
2017-04-15,"Dali","Taichung City",61,"Moderate",2.7,0.32,15,49,16,NA,NA,NA,1.3,91,FALSE
2017-04-15,"Renwu","Kaohsiung City",116,"Unhealthy for Sensitive Groups",4,0.64,8.8,85,45,22,38,16,1.1,333,FALSE
2017-04-15,"Matsu","Lienchiang County",57,"Moderate",1.8,0.5,29,44,27,6,7.6,1.6,6.8,14,FALSE
2017-04-15,"Xingang","Chiayi County",98,"Moderate",2.5,0.42,13,66,40,11,15,4,2.4,45,FALSE
2017-04-15,"Daliao","Kaohsiung City",79,"Moderate",5.2,0.37,6.6,87,24,22,23,1.4,1.1,328,FALSE
2017-04-15,"Chiayi","Chiayi City",56,"Moderate",5.8,0.21,22,40,23,15,20,5.3,1.6,283,FALSE
2017-04-15,"Lunbei","Yunlin County",84,"Moderate",3.4,0.39,18,57,36,15,19,4.2,3.5,0.2,FALSE
2017-04-15,"Hsinchu","Hsinchu City",21,"Good",1.4,0.55,26,22,8,18,21,3.5,3,63,FALSE
2017-04-15,"Puzi","Chiayi County",127,NA,4.5,0.27,48,161,21,13,13,0.8,3.6,9.4,FALSE
2017-04-15,"Renwu","Kaohsiung City",96,"Moderate",4,0.36,70,85,33,8.7,10,1.5,1.5,133,FALSE
2017-04-15,"Wanhua","Taipei City",28,"Good",1.4,0.34,31,33,2,11,14,3.3,1,87,FALSE
2017-04-15,"Magong","Penghu County",35,"Good",1.3,0.28,39,22,12,2.6,4.1,1.5,7.4,15,TRUE
2017-04-15,"Qianzhen","Kaohsiung City",26,"Good",1.4,0.17,26,16,7,6.6,7.2,0.6,0.6,127,FALSE
2017-04-15,"Meinong","Kaohsiung City",63,"Moderate",2.2,0.28,18,67,19,8.5,9.4,0.9,0.6,276,FALSE
2017-04-15,"Zhushan","Nantou County",151,"Unhealthy",4.9,0.42,69,113,64,17,18,0.9,1.8,300,TRUE
2017-04-15,"Fengyuan","Taichung City",44,"Good",1.8,0.24,34,22,19,9,11,1.6,2.1,60,FALSE
2017-04-15,"Yilan","Yilan County",32,"Good",2.3,0.17,12,42,10,8.5,9,0.5,1.4,37,FALSE
2017-04-15,"Banqiao","New Taipei City",32,"Good",1.1,0.28,39,26,6,10,12,1.6,3.7,58,FALSE
2017-04-15,"Qianzhen","Kaohsiung City",43,"Good",2,0.2,8.1,32,8,13,13,0.7,1.1,48,FALSE
2017-04-15,"Pingzhen","Taoyuan City",91,"Moderate",2,0.39,16,44,17,17,19,1.8,1.7,139,FALSE
2017-04-15,"Shalu","Taichung City",34,"Good",1.9,0.17,37,17,3,6.3,6.5,0.2,6,7.3,TRUE
2017-04-15,"Dongshan","Yilan County",38,"Good",1.6,0.23,39,16,6,12,13,1.2,1.6,278,FALSE
2017-04-15,"Qiaotou","Kaohsiung City",71,"Moderate",1.8,0.31,22,36,16,14,19,5.2,3.6,311,FALSE
2017-04-15,"Xizhi","New Taipei City",61,"Moderate",0.2,0.36,44,29,24,4.4,5.6,1.2,4.3,48,FALSE
2017-04-15,"Hengchun","Pingtung County",43,"Good",1.7,0.17,38,28,16,2.1,2.3,0.2,3.9,12,TRUE
2017-04-15,"Nantou","Nantou County",74,"Moderate",3.1,0.37,26,44,17,15,15,0.5,1.2,330,FALSE
2017-04-15,"Pingzhen","Taoyuan City",58,"Moderate",2.8,0.26,42,51,21,13,14,0.8,1.7,294,FALSE
2017-04-15,"Zhongshan","Taipei City",57,"Moderate",0.9,0.58,2.5,30,16,16,23,6.8,1.3,258,FALSE
2017-04-15,"Taitung","Taitung County",31,"Good",1.3,0.27,30,11,7,2.2,4,1.9,1.9,337,FALSE
2017-04-15,"Mailiao","Yunlin County",111,NA,2.2,0.33,46,81,49,12,12,0.2,0.9,140,FALSE
2017-04-15,"Hengchun","Pingtung County",41,"Good",0.6,0.38,41,14,2,1.9,4,2,9.9,34,FALSE
2017-04-15,"Chaozhou","Pingtung County",36,"Good",1.1,0.11,6,29,18,3.1,2.9,-0.2,0.9,5.7,FALSE
2017-04-15,"Zuoying","Kaohsiung City",84,"Moderate",1.7,0.43,24,57,27,14,15,0.6,2,32,FALSE
2017-04-15,"Tainan","Tainan City",95,"Moderate",3.3,0.38,67,104,38,8.9,11,2.1,2.8,355,FALSE
2017-04-15,"Hukou","Hsinchu County",44,"Good",2.1,0.34,34,34,20,15,15,0.9,4.3,58,FALSE
2017-04-15,"Annan","Tainan City",68,"Moderate",2.6,0.37,32,42,15,16,17,1.3,2.3,310,FALSE
2017-04-15,"Taixi","Yunlin County",45,"Good",1.7,0.09,38,30,14,6.6,7.1,0.5,6.6,15,FALSE
2017-04-15,"Sanchong","New Taipei City",40,"Good",2.2,0.48,NA,35,9,17,26,9.4,NA,NA,FALSE
2017-04-15,"Pingzhen","Taoyuan City",45,"Good",1.9,0.2,35,34,15,8,11,3.3,4.1,247,FALSE
2017-04-15,"Fengyuan","Taichung City",26,"Good",1.7,0.14,22,12,8,4.7,6.8,2.2,4.3,188,FALSE
2017-04-15,"Hsinchu","Hsinchu City",18,"Good",1.2,0.64,11,8,4,19,27,7.8,1.3,190,FALSE
2017-04-15,"Longtan","Taoyuan City",99,"Moderate",1.7,0.41,59,60,34,10,11,0.8,2.7,62,FALSE
2017-04-15,"Magong","Penghu County",54,"Moderate",1.7,0.27,34,51,17,6.7,8.7,2,5.2,7.1,TRUE
2017-04-15,"Xinzhuang","New Taipei City",50,"Good",3.3,0.73,27,35,22,34,36,2.4,1,174,FALSE
2017-04-15,"Xinying","Tainan City",74,"Moderate",3.5,0.25,48,49,29,7.6,9,1.4,3,233,FALSE
2017-04-15,"Douliu","Yunlin County",37,"Good",2.9,0.13,8.6,36,6,4.5,5.2,0.7,0.8,113,FALSE
2017-04-15,"Guanyin","Taoyuan City",39,"Good",2.1,0.14,37,31,8,5.7,7,1.3,3.7,41,TRUE
2017-04-15,"Toufen","Miaoli County",69,"Moderate",0.4,0.43,19,45,22,18,23,5.4,1,117,FALSE
2017-04-15,"Zhongshan","Taipei City",61,"Moderate",3.6,0.91,16,31,18,23,43,20,0.8,57,FALSE
2017-04-15,"Wanhua","Taipei City",54,"Moderate",1.8,0.54,39,45,14,19,27,8.3,2.7,200,FALSE
2017-04-15,"Xinying","Tainan City",63,"Moderate",2.3,0.15,49,49,19,5.5,6.7,1.2,4.6,101,FALSE
2017-04-15,"Magong","Penghu County",25,"Good",2,0.24,26,15,6,5.9,7.9,2,2.5,148,FALSE
2017-04-15,"Renwu","Kaohsiung City",70,"Moderate",3.7,0.31,68,56,24,10,12,1.3,2.5,290,FALSE
2017-04-15,"Linkou","New Taipei City",55,"Moderate",1.5,0.31,39,37,13,17,23,5.9,2.5,114,FALSE
2017-04-15,"Tamsui","New Taipei City",39,"Good",1.7,0.35,28,28,17,7.5,9.5,2,NA,NA,TRUE
2017-04-15,"Zhushan","Nantou County",95,"Moderate",2.6,0.39,5.5,80,30,15,18,3.5,1,105,FALSE
2017-04-15,"Longtan","Taoyuan City",68,"Moderate",3.3,0.2,57,44,28,4.3,5.7,1.3,4,282,FALSE
2017-04-15,"Dali","Taichung City",89,"Moderate",NA,0.7,17,96,41,16,20,4.3,0.9,262,FALSE
2017-04-15,"Linkou","New Taipei City",26,"Good",7.2,0.48,2,24,12,24,31,7.2,1.9,125,FALSE
2017-04-15,"Taixi","Yunlin County",65,"Moderate",1.6,0.13,5.3,32,24,8.1,10,2.3,1.1,129,FALSE
2017-04-15,"Hsinchu","Hsinchu City",42,"Good",3,0.26,34,43,12,9.1,11,2.4,2.5,49,FALSE
2017-04-15,"Qiaotou","Kaohsiung City",105,"Unhealthy for Sensitive Groups",3.4,0.51,26,155,45,18,19,0.8,1.7,36,FALSE
2017-04-15,"Erlin","Changhua County",26,"Good",2.6,0.17,12,17,6,5.7,6.8,1.1,3.5,217,FALSE
2017-04-15,"Fengyuan","Taichung City",56,"Moderate",1,0.35,12,35,21,8.7,10,1.4,0.9,119,FALSE
2017-04-15,"Nanzi","Kaohsiung City",23,"Good",1.6,0.12,23,31,NA,NA,NA,NA,4.6,187,FALSE
2017-04-15,"Mailiao","Yunlin County",95,"Moderate",3.1,0.41,20,86,38,16,19,2.3,1.2,124,FALSE
2017-04-15,"Douliu","Yunlin County",35,"Good",3,0.18,15,29,14,4.9,5.6,0.6,0.9,124,FALSE
2017-04-15,"Zuoying","Kaohsiung City",58,"Moderate",2.9,0.34,36,34,16,16,20,4.3,4.2,8.1,TRUE
2017-04-15,"Fuxing","Kaohsiung City",133,"Unhealthy for Sensitive Groups",4.9,0.39,61,149,49,17,19,2.8,1.2,212,TRUE
2017-04-15,"Douliu","Yunlin County",108,NA,5.3,0.43,21,76,34,16,22,5.8,0.8,69,FALSE
2017-04-15,"Renwu","Kaohsiung City",44,"Good",2.5,0.17,17,9,12,7.3,9.8,2.4,3,243,FALSE
2017-04-15,"Songshan","Taipei City",13,"Good",2.1,0.39,2.1,9,5,13,28,15,1.1,72,FALSE
2017-04-15,"Douliu","Yunlin County",23,"Good",2.3,0.17,27,17,7,5.5,6.5,1,3.1,288,FALSE
2017-04-15,"Magong","Penghu County",71,"Moderate",1.9,0.2,37,42,20,4.1,4.6,0.5,3.2,5.9,FALSE
2017-04-15,"Hengchun","Pingtung County",25,"Good",1.1,0.03,18,10,10,0.9,2.1,1.3,5.6,63,FALSE
2017-04-15,"Wanhua","Taipei City",68,"Moderate",NA,0.62,19,23,12,22,30,8,3,88,FALSE
2017-04-15,"Taixi","Yunlin County",53,"Moderate",3.1,0.11,22,29,19,5,6.5,1.5,5.4,251,FALSE
