"date","sitename","county","aqi","status","so2","co","o3","pm10","pm2.5","no2","nox","no","windspeed","winddirec","after_reform"
2023-04-15,"Guanyin","Taoyuan City",35,"Good",0.5,0.1,16.5,16,7,3.2,3.9,0.7,5.2,240,TRUE
2023-04-15,"Tainan","Tainan City",31,"Good",0.7,0.1,30.2,17,9,4.2,5.1,0.9,0.9,232,TRUE
2023-04-15,"Yangming","Taipei City",19,"Good",0.2,0.11,19.6,9,4,1,1.6,0.6,3.2,0,TRUE
2023-04-15,"Hsinchu","Hsinchu City",18,"Good",1.2,0.3,16.3,17,3,10.4,11.4,1,4,237,TRUE
2023-04-15,"Pingtung","Pingtung County",33,"Good",0.3,0.23,28,NA,NA,NA,NA,NA,1.9,28,TRUE
2023-04-15,"Daliao","Kaohsiung City",64,"Moderate",1.3,0.25,61.4,46,16,6.3,6.9,0.6,1.4,341,TRUE
2023-04-15,"Daliao","Kaohsiung City",29,"Good",8.2,0.15,4.6,21,6,8.6,11.1,2.5,1.1,59,TRUE
2023-04-15,"Shanhua","Tainan City",52,"Moderate",2.4,0.22,37.8,27,14,8.7,9.4,0.6,2,355,TRUE
2023-04-15,"Taixi","Yunlin County",49,"Good",2.7,0.16,44.1,24,16,5.8,7.1,1.2,2.9,8,TRUE
2023-04-15,"Zhudong","Hsinchu County",14,"Good",0.7,0.12,25.1,12,4,2.3,3.1,0.7,3.8,251,TRUE
2023-04-15,"Keelung","Keelung City",73,"Moderate",0.5,0.36,57.6,54,29,3.4,4.3,0.8,1.5,99,TRUE
2023-04-15,"Hengchun","Pingtung County",15,"Good",0,0.08,15.5,6,2,0.1,0.6,0.4,3.2,53,TRUE
2023-04-15,"Taoyuan","Taoyuan City",23,"Good",1.3,0.19,16.7,15,2,7.1,8.1,1,1.5,40,TRUE
2023-04-15,"Douliu","Yunlin County",31,"Good",1.4,0.14,41,12,4,3.2,3.9,0.7,4,209,TRUE
2023-04-15,"Annan","Tainan City",14,"Good",0.6,0.15,7.2,10,4,5,6,1,1.2,116,TRUE
2023-04-15,"Renwu","Kaohsiung City",33,"Good",0.3,0.12,35,31,8,4.1,5.6,1.5,2.5,292,TRUE
2023-04-15,"Puzi","Chiayi County",101,"Unhealthy for Sensitive Groups",1.4,0.23,52.8,56,23,5.4,5.7,0.3,2.3,355,TRUE
2023-04-15,"Xizhi","New Taipei City",22,"Good",0.4,0.3,20.7,1,5,13.9,16.1,2.1,NA,NA,TRUE
2023-04-15,"Shanhua","Tainan City",45,"Good",1.3,0.13,59.3,29,13,4.2,5.4,1.1,2.4,249,TRUE
2023-04-15,"Dongshan","Yilan County",22,"Good",0.2,0.15,20.9,11,9,3,3.7,0.6,0.3,252,TRUE
2023-04-15,"Shilin","Taipei City",61,"Moderate",0.7,0.49,4.9,28,24,22.4,23.6,1.1,0.3,228,TRUE
2023-04-15,"Taixi","Yunlin County",73,"Moderate",2.4,0.25,73.7,22,16,4.5,5.7,1.1,2.9,6,TRUE
2023-04-15,"Guanshan","Taitung County",13,"Good",0.7,0.12,13.6,11,3,2.4,4.4,2,0.3,254,TRUE
2023-04-15,"Fugui Cape","New Taipei City",33,"Good",0.7,0.13,45.8,28,8,1.4,1.6,0.2,6,100,TRUE
2023-04-15,"Wanli","New Taipei City",52,"Moderate",1.2,0.24,40.8,47,9,2,3.1,1.1,NA,NA,TRUE
2023-04-15,"Mailiao","Yunlin County",54,"Moderate",1.2,0.23,42.7,34,14,4.2,4.6,0.4,4.6,2,TRUE
2023-04-15,"Zhudong","Hsinchu County",31,"Good",0.6,0.32,2.6,26,11,6,9.2,3.1,0.7,73,TRUE
2023-04-15,"Tainan (Madou)","Tainan City",39,"Good",0.7,0.18,42.3,26,15,4.3,6.1,1.7,1.3,225,TRUE
2023-04-15,"Datong","Taipei City",72,"Moderate",0.9,0.79,37,53,23,27.5,38.1,10.6,NA,NA,TRUE
2023-04-15,"Qianjin","Kaohsiung City",67,"Moderate",1.4,0.42,42.4,53,26,16.1,16.7,0.6,2.3,344,TRUE
2023-04-15,"Zhushan","Nantou County",39,"Good",0.9,0.19,22.8,24,9,6.2,8.1,1.8,2.1,229,TRUE
2023-04-15,"Zhongshan","Taipei City",18,"Good",0.7,0.3,27.4,3,4,10.1,10.3,0.2,0.2,53,TRUE
2023-04-15,"Guanshan","Taitung County",39,"Good",0.8,0.22,45.2,6,2,2.9,3.6,0.6,0.9,155,TRUE
2023-04-15,"Matsu","Lienchiang County",65,"Moderate",0.4,0.13,48.9,31,26,3,4,1,4,183,TRUE
2023-04-15,"Fengshan","Kaohsiung City",112,"Unhealthy for Sensitive Groups",3.8,0.87,4.2,60,50,33,63.5,30.5,0.6,131,TRUE
2023-04-15,"Mailiao","Yunlin County",38,"Good",1.7,0.14,46.6,37,9,2.2,3.2,1,6.8,353,TRUE
2023-04-15,"Pingtung (Liuqiu)","Pingtung County",93,"Moderate",2,0.38,42.5,77,32,12.3,12.7,0.4,2.4,314,TRUE
2023-04-15,"Nanzi","Kaohsiung City",76,"Moderate",1.1,0.37,59.4,42,16,8.5,9.6,1.1,2.7,245,TRUE
2023-04-15,"Nantou","Nantou County",67,"Moderate",1.3,0.33,13.8,46,23,14.7,15.5,0.7,0.2,350,TRUE
2023-04-15,"Chaozhou","Pingtung County",42,"Good",5.5,0.35,49.9,53,16,11.2,11.6,0.3,3.6,14,TRUE
2023-04-15,"Fengshan","Kaohsiung City",65,"Moderate",0.9,0.33,26.8,33,17,6.7,7.5,0.7,0.4,353,TRUE
2023-04-15,"Pingzhen","Taoyuan City",25,"Good",1.1,0.22,5.6,20,4,11.5,13,1.5,1.8,94,TRUE
2023-04-15,"Erlin","Changhua County",34,"Good",1.2,0.21,37.4,17,3,3,3.9,0.8,4.1,21,TRUE
2023-04-15,"Xinzhuang","New Taipei City",27,"Good",0.3,0.34,2.3,18,10,13.5,15.5,1.9,1.3,263,TRUE
2023-04-15,"Taitung","Taitung County",40,"Good",0.6,0.19,42,19,4,1.8,3,1.1,1.3,327,TRUE
2023-04-15,"Mailiao","Yunlin County",58,"Moderate",1,0.25,51.1,46,18,2.2,2.2,0,4,2,TRUE
2023-04-15,"Hualien","Hualien County",34,"Good",1,0.35,38.7,22,9,8.2,8.8,0.6,1.2,67,TRUE
2023-04-15,"Miaoli","Miaoli County",66,"Moderate",1.1,0.32,4.4,31,21,17.2,20.6,3.4,0.3,219,TRUE
2023-04-15,"Sanyi","Miaoli County",56,"Moderate",0.2,0.17,18.6,26,15,3,3.4,0.3,1.1,27,TRUE
2023-04-15,"Xiaogang","Kaohsiung City",53,"Moderate",0.8,0.17,46.7,24,13,13.2,16.7,3.5,3.7,260,TRUE
2023-04-15,"Zuoying","Kaohsiung City",29,"Good",1.6,0.27,1.8,32,14,13.7,16.9,3.2,0.2,40,TRUE
2023-04-15,"Zhongli","Taoyuan City",45,"Good",2.9,0.41,40.1,30,12,27.7,40.3,12.6,1.2,31,TRUE
2023-04-15,"Meinong","Kaohsiung City",103,"Unhealthy for Sensitive Groups",1.8,0.51,57.3,77,45,16,16.9,0.8,NA,NA,TRUE
2023-04-15,"Dali","Taichung City",50,"Good",1.4,0.46,16.5,43,15,22,23.3,1.2,0.6,230,TRUE
2023-04-15,"Changhua","Changhua County",15,"Good",0.5,0.14,12.8,8,3,3.8,4.3,0.5,0.3,104,TRUE
2023-04-15,"Toufen","Miaoli County",26,"Good",3.1,0.15,47.7,10,4,3.9,5.9,1.9,3,291,TRUE
2023-04-15,"Zhongshan","Taipei City",37,"Good",1.2,0.25,43.7,25,8,9.9,13.3,3.3,3.6,10,TRUE
2023-04-15,"Tainan","Tainan City",70,"Moderate",0.2,0.18,34.9,30,18,5.1,5.5,0.4,0.8,356,TRUE
2023-04-15,"Linkou","New Taipei City",54,"Moderate",0.9,0.54,1.8,22,12,35.8,110.7,74.8,0.3,160,TRUE
2023-04-15,"Songshan","Taipei City",42,"Good",1.1,0.31,23.1,32,13,14.5,20.8,6.3,0.8,40,TRUE
2023-04-15,"Shanhua","Tainan City",38,"Good",1.6,0.16,23.1,19,12,7.2,7.7,0.5,0.3,191,TRUE
2023-04-15,"Xinzhuang","New Taipei City",35,"Good",2.3,0.22,24,34,12,11.4,12,0.6,0.2,66,TRUE
2023-04-15,"Tainan","Tainan City",18,"Good",0.3,0.16,13.7,9,3,3.5,3.7,0.1,0.2,123,TRUE
2023-04-15,"Zhudong","Hsinchu County",41,"Good",1,0.24,35.2,36,10,12.8,14,1.1,1.1,25,TRUE
2023-04-15,"Dongshan","Yilan County",21,"Good",0.3,0.36,12.2,28,7,11.1,15.3,4.1,1.1,100,TRUE
2023-04-15,"Matsu","Lienchiang County",74,"Moderate",3.4,0.84,43.1,54,37,6,7.8,1.7,1.5,168,TRUE
2023-04-15,"Toufen","Miaoli County",49,"Good",1,0.23,19.2,21,12,5.1,6.2,1.1,0.3,125,TRUE
2023-04-15,"Taoyuan","Taoyuan City",56,"Moderate",6.8,0.36,20.3,32,14,16.2,17.1,0.9,0.7,200,TRUE
2023-04-15,"Dongshan","Yilan County",15,"Good",0.9,0.14,35.2,4,0,4.3,6.8,2.5,2.9,57,TRUE
2023-04-15,"Xinzhuang","New Taipei City",52,"Moderate",0.5,0.27,32.5,21,3,12.3,15.1,2.8,3.3,73,TRUE
2023-04-15,"Shanhua","Tainan City",47,"Good",3.7,0.23,17.8,28,13,15.9,17.6,1.7,1.5,9,TRUE
2023-04-15,"Taoyuan","Taoyuan City",23,"Good",0.4,0.16,12.1,10,7,5.9,6.7,0.8,1.5,195,TRUE
2023-04-15,"Xinying","Tainan City",71,"Moderate",2.4,0.27,54.6,83,23,7.7,8.9,1.2,2.5,305,TRUE
2023-04-15,"Longtan","Taoyuan City",55,"Moderate",1.2,0.22,44.8,29,19,5.4,5.9,0.4,5.4,60,TRUE
2023-04-15,"Toufen","Miaoli County",31,"Good",1.1,0.18,20.1,23,8,2.9,5.1,2.1,3.9,231,TRUE
2023-04-15,"Fugui Cape","New Taipei City",68,"Moderate",0,0.1,47.2,68,24,1.2,1.2,0,10.1,27,TRUE
2023-04-15,"Guanshan","Taitung County",20,"Good",0.5,0.13,6.1,18,7,2,2.8,0.8,0.4,280,TRUE
2023-04-15,"Matsu","Lienchiang County",40,"Good",1.1,0.2,39.9,20,12,5.6,6.3,0.7,2.3,352,TRUE
2023-04-15,"Erlin","Changhua County",76,"Moderate",1.4,0.36,8.3,78,31,8.6,10,1.3,0.4,260,TRUE
2023-04-15,"Meinong","Kaohsiung City",62,"Moderate",1.6,0.3,70.1,33,13,3.7,3.9,0.2,2.1,187,TRUE
2023-04-15,"Keelung","Keelung City",64,"Moderate",1.4,0.36,31.7,27,19,19.3,24.8,5.5,0.5,49,TRUE
2023-04-15,"Sanchong","New Taipei City",56,"Moderate",1,0.98,20.9,27,14,38.5,76.7,38.2,NA,NA,TRUE
2023-04-15,"Miaoli","Miaoli County",30,"Good",1.4,0.13,38.3,6,4,1.4,2.3,0.9,6.5,12,TRUE
2023-04-15,"Annan","Tainan City",44,"Good",1,0.36,12.6,26,16,15.7,16.5,0.7,1.3,122,TRUE
2023-04-15,"Pingtung","Pingtung County",60,"Moderate",0.9,0.26,29,54,20,6.8,7.3,0.4,1.6,33,TRUE
2023-04-15,"Guanshan","Taitung County",29,"Good",0.5,0.13,18.1,10,8,2.4,3.4,0.9,0.3,339,TRUE
2023-04-15,"Taitung","Taitung County",43,"Good",0.1,0.23,41.6,21,3,1.9,2.8,0.9,1.6,317,TRUE
2023-04-15,"Qiaotou","Kaohsiung City",115,"Unhealthy for Sensitive Groups",2,0.41,24.8,59,26,13.7,17.1,3.4,2.3,327,TRUE
2023-04-15,"Qianzhen","Kaohsiung City",129,"Unhealthy for Sensitive Groups",2.2,0.82,14.6,87,44,26.4,37,10.5,0.9,25,TRUE
2023-04-15,"Banqiao","New Taipei City",46,"Good",0.6,0.32,47.1,19,18,6.8,8.5,1.6,2.3,51,TRUE
2023-04-15,"Xinzhuang","New Taipei City",40,"Good",1,0.37,31.5,42,25,10.7,12,1.2,3.1,85,TRUE
2023-04-15,"Puzi","Chiayi County",18,"Good",0.2,0.13,21.4,8,6,0.8,1.9,1,2.2,247,TRUE
2023-04-15,"Magong","Penghu County",20,"Good",0.1,0.2,30.9,12,6,6.6,7.9,1.2,3.1,125,TRUE
2023-04-15,"Sanchong","New Taipei City",82,"Moderate",1.9,1.18,1.3,58,36,32.8,83.3,50.5,NA,NA,TRUE
2023-04-15,"Shalu","Taichung City",93,"Moderate",1.6,0.21,64.2,117,40,3,3.4,0.4,5,346,TRUE
2023-04-15,"Pingtung (Liuqiu)","Pingtung County",74,"Moderate",2.4,0.44,23.6,78,34,17.3,17.5,0.1,1.2,322,TRUE
2023-04-15,"Nanzi","Kaohsiung City",38,"Good",1.5,0.16,21.6,24,8,9.9,10.9,1,0.4,249,TRUE
2023-04-15,"Yonghe","New Taipei City",37,"Good",0.9,0.93,18.9,19,16,21.1,39.1,17.9,1,61,TRUE
2023-04-15,"Cailiao","New Taipei City",45,"Good",0.6,0.51,8.5,29,13,27.7,32,4.2,1.6,278,TRUE
2023-04-15,"Fugui Cape","New Taipei City",55,"Moderate",0.4,0.16,42.2,49,11,2.9,2.9,0,7,70,TRUE
2023-04-15,"Meinong","Kaohsiung City",62,"Moderate",0.3,0.34,32.2,56,24,7.6,8.9,1.3,0.9,126,TRUE
2023-04-15,"Shalu","Taichung City",35,"Good",NA,NA,NA,NA,10,NA,NA,NA,5,1,TRUE
2023-04-15,"Keelung","Keelung City",47,"Good",0.3,0.14,42.5,9,7,2,2.7,0.6,0.8,52,TRUE
2023-04-15,"Taoyuan","Taoyuan City",20,"Good",0.5,0.17,25.4,20,5,7,8.3,1.2,1.5,323,TRUE
2023-04-15,"Yilan","Yilan County",26,"Good",1.2,0.25,28.2,6,12,2.5,2.8,0.3,NA,NA,TRUE
2023-04-15,"Puli","Nantou County",12,"Good",0.9,0.32,3.7,14,9,6.3,16.9,10.6,0.3,299,TRUE
2023-04-15,"Mailiao","Yunlin County",28,"Good",3,0.47,38,27,10,10,13.9,3.9,6.3,359,TRUE
2023-04-15,"Shanhua","Tainan City",125,"Unhealthy for Sensitive Groups",1.5,0.59,15.2,65,51,16.5,17.6,1.1,0.2,174,TRUE
2023-04-15,"Erlin","Changhua County",41,"Good",2.4,0.25,38.5,23,8,8.4,9.2,0.8,6,28,TRUE
2023-04-15,"Shanhua","Tainan City",15,"Good",0.7,0.07,15.3,7,2,3.4,5.2,1.8,3.9,163,TRUE
2023-04-15,"Daliao","Kaohsiung City",20,"Good",0.2,0.08,13.5,13,7,4.7,6.2,1.4,2.2,228,TRUE
2023-04-15,"Dacheng","Changhua County",38,"Good",0.6,0.2,41.1,47,8,NA,NA,NA,10.6,56,TRUE
2023-04-15,"Guanyin","Taoyuan City",36,"Good",0.4,0.12,36.9,17,8,3.8,4.3,0.4,3.9,69,TRUE
2023-04-15,"Fuxing","Kaohsiung City",12,"Good",0.6,0.23,13.6,8,3,6.9,9.2,2.2,0.4,221,TRUE
2023-04-15,"Yilan","Yilan County",80,"Moderate",1.5,0.38,48.2,NA,23,13,14,0.9,1.2,356,TRUE
2023-04-15,"Wanli","New Taipei City",70,"Moderate",0.7,NA,56.7,69,26,2.7,3.1,0.4,4.1,54,TRUE
2023-04-15,"Qiaotou","Kaohsiung City",95,"Moderate",1.6,0.43,57.6,77,29,13.3,14,0.6,0.8,230,TRUE
2023-04-15,"Tucheng","New Taipei City",70,"Moderate",0.7,0.34,61.1,36,23,4.7,4.8,0,1.3,128,TRUE
2023-04-15,"Pingtung (Liuqiu)","Pingtung County",89,"Moderate",5.2,0.84,17.8,91,35,34,34.3,0.3,0.9,269,TRUE
2023-04-15,"Xinying","Tainan City",97,"Moderate",2.7,0.39,76.5,69,29,7.9,9.1,1.1,2.7,15,TRUE
2023-04-15,"Pingzhen","Taoyuan City",28,"Good",1.8,0.18,8.4,12,9,11.7,13.6,1.9,2.8,252,TRUE
2023-04-15,"Toufen","Miaoli County",37,"Good",2,0.22,45,9,4,5.3,6.7,1.4,2.4,58,TRUE
2023-04-15,"Zhongli","Taoyuan City",81,"Moderate",0.6,0.38,30.6,57,29,11.9,16.7,4.8,1.6,7,TRUE
2023-04-15,"Puli","Nantou County",25,"Good",1.1,0.16,10.7,17,6,3.8,5.8,2,0.8,282,TRUE
2023-04-15,"Hukou","Hsinchu County",54,"Moderate",1.1,0.22,35.3,34,16,8.9,10.1,1.1,0.3,183,TRUE
2023-04-15,"Xiaogang","Kaohsiung City",67,"Moderate",1.2,0.35,33.9,60,19,16.1,16.5,0.4,1.6,312,TRUE
2023-04-15,"Xiaogang","Kaohsiung City",32,"Good",1.3,0.29,17.5,37,13,12.1,20.5,8.4,3.6,268,TRUE
2023-04-15,"Pingtung","Pingtung County",121,"Unhealthy for Sensitive Groups",6.6,0.57,113.2,92,54,19.9,21,1,2.2,224,TRUE
2023-04-15,"Taoyuan (Sanmin)","Taoyuan City",84,"Moderate",1.1,0.97,4.8,52,28,39.2,44.2,5,0.1,48,TRUE
2023-04-15,"Magong","Penghu County",39,"Good",0,0.23,36,25,7,4.9,5.8,0.8,1.4,43,TRUE
2023-04-15,"Xizhi","New Taipei City",22,"Good",0.9,0.18,24.9,12,7,10.7,11.9,1.1,1,38,TRUE
2023-04-15,"Qianjin","Kaohsiung City",82,"Moderate",1.3,0.47,17.2,53,29,22.1,23.3,1.1,3.6,353,TRUE
2023-04-15,"Yangming","Taipei City",49,"Good",0.9,0.22,51.1,12,3,1.5,2,0.5,1.3,200,TRUE
2023-04-15,"Yangming","Taipei City",39,"Good",0.6,0.22,44.9,8,5,0.9,1.9,0.9,2.3,340,TRUE
2023-04-15,"Sanyi","Miaoli County",35,"Good",1.2,0.12,30.3,17,10,3.4,5.4,1.9,3.4,16,TRUE
2023-04-15,"Xingang","Chiayi County",75,"Moderate",1.8,0.21,47,35,19,7.3,9.4,2.1,3.1,341,TRUE
2023-04-15,"Changhua (Yuanlin)","Changhua County",43,"Good",1.4,0.21,44.5,26,9,3.4,4.3,0.8,1.4,123,TRUE
2023-04-15,"Shilin","Taipei City",71,"Moderate",1.1,0.54,9,23,21,20.9,29.1,8.1,0.3,41,TRUE
2023-04-15,"Nantou","Nantou County",26,"Good",1.2,0.22,26.4,7,4,7.7,8.8,1,2.4,358,TRUE
2023-04-15,"Zuoying","Kaohsiung City",28,"Good",1.1,0.45,19.2,16,11,17.3,20.5,3.2,0.4,264,TRUE
2023-04-15,"Erlin","Changhua County",107,"Unhealthy for Sensitive Groups",3.1,0.3,89.3,82,49,5.1,5.5,0.4,1.9,286,TRUE
2023-04-15,"Guanshan","Taitung County",37,"Good",0.9,0.16,41.8,15,4,2.6,3.7,1,2,354,TRUE
2023-04-15,"Chaozhou","Pingtung County",27,"Good",0,0.16,5.7,25,7,5.2,6.3,1.1,0.1,350,TRUE
2023-04-15,"Kaohsiung (Hunei)","Kaohsiung City",70,"Moderate",0.9,0.28,25.8,39,25,12.2,14.5,2.3,1.3,16,TRUE
2023-04-15,"Linkou","New Taipei City",24,"Good",0.2,0.14,NA,13,NA,7.2,11.5,4.3,4.1,66,TRUE
2023-04-15,"Banqiao","New Taipei City",71,"Moderate",0.7,0.52,23.5,33,20,22.1,23,0.8,1.4,240,TRUE
2023-04-15,"Nantou","Nantou County",51,"Moderate",1.3,0.32,11.8,21,14,13.2,14.4,1.1,0.7,3,TRUE
2023-04-15,"Zuoying","Kaohsiung City",52,"Moderate",1.6,0.1,20.2,20,14,1.5,2.3,0.7,3.2,284,TRUE
2023-04-15,"Pingtung (Liuqiu)","Pingtung County",69,"Moderate",1.7,0.32,22.4,58,22,12.1,12.7,0.6,1,304,TRUE
2023-04-15,"Fengyuan","Taichung City",106,"Unhealthy for Sensitive Groups",2.6,0.52,46.1,64,45,10.7,12,1.3,0.9,285,TRUE
2023-04-15,"Pingzhen","Taoyuan City",70,"Moderate",0.8,1.24,0,42,27,38.1,66,27.9,0.5,147,TRUE
2023-04-15,"Dayuan","Taoyuan City",61,"Moderate",2,0.47,39.7,37,28,17.3,17.5,0.1,1.1,132,TRUE
2023-04-15,"Yonghe","New Taipei City",43,"Good",2.7,0.74,50.1,24,14,26.1,31.5,5.4,1.1,31,TRUE
2023-04-15,"Pingtung (Liuqiu)","Pingtung County",136,"Unhealthy for Sensitive Groups",NA,NA,64.8,54,33,NA,NA,NA,NA,NA,TRUE
2023-04-15,"Dacheng","Changhua County",40,"Good",0.3,0.12,42,32,12,1.8,1.8,0,6.5,42,TRUE
2023-04-15,"Erlin","Changhua County",76,"Moderate",2.2,0.25,32.5,74,22,7.9,8.5,0.6,3.7,27,TRUE
2023-04-15,"Zhongming","Taichung City",27,"Good",0.9,0.21,15,10,5,6.3,6.3,0,1,211,TRUE
2023-04-15,"Daliao","Kaohsiung City",74,"Moderate",0.2,0.35,29,47,35,7.3,8,0.6,0.4,82,TRUE
2023-04-15,"Guanyin","Taoyuan City",37,"Good",0.8,0.08,40.2,NA,9,2.2,2.9,0.7,7.2,236,TRUE
2023-04-15,"Chaozhou","Pingtung County",72,"Moderate",2.8,0.38,59.1,48,27,12.3,13.4,1,2.8,199,TRUE
2023-04-15,"Fuxing","Kaohsiung City",22,"Good",0.4,0.23,19.5,10,5,5.8,6.8,1,0.3,161,TRUE
2023-04-15,"Guting","Taipei City",35,"Good",1,0.22,24.8,19,9,5,4.9,0,0.9,117,TRUE
2023-04-15,"Chaozhou","Pingtung County",71,"Moderate",0.9,0.23,43.4,35,22,3.9,5.2,1.3,1.9,78,TRUE
2023-04-15,"Shalu","Taichung City",34,"Good",1,0.24,40.8,17,5,9.5,11.1,1.5,4.7,19,TRUE
2023-04-15,"Kaohsiung (Hunei)","Kaohsiung City",45,"Good",2.4,0.25,58.7,63,15,6.8,8.1,1.3,2.1,316,TRUE
2023-04-15,"Tucheng","New Taipei City",79,"Moderate",1.1,0.37,57.3,58,20,12.8,14.9,2.1,1.6,238,TRUE
2023-04-15,"Guanyin","Taoyuan City",29,"Good",0.4,0.13,12.4,24,7,7.6,8.7,1,1,140,TRUE
2023-04-15,"Chiayi","Chiayi City",38,"Good",1.1,0.11,40.6,13,10,1.9,2.9,1,2.3,299,TRUE
2023-04-15,"Dali","Taichung City",25,"Good",1.3,0.26,6.4,30,9,10.5,16.7,6.1,0.9,122,TRUE
2023-04-15,"Nanzi","Kaohsiung City",72,"Moderate",2,0.28,59.5,46,22,11.6,13.1,1.4,1.5,45,TRUE
2023-04-15,"Qianjin","Kaohsiung City",23,"Good",1.3,0.13,37.8,12,5,2.9,3.5,0.5,2.5,255,TRUE
2023-04-15,"Songshan","Taipei City",31,"Good",0.6,0.16,33.3,11,6,8,9,1,1.3,62,TRUE
2023-04-15,"Puzi","Chiayi County",27,"Good",1.4,0.35,26.2,28,6,5.3,6.5,1.2,2.5,3,TRUE
2023-04-15,"Chaozhou","Pingtung County",51,"Moderate",1,0.2,58,32,17,2.1,3.3,1.1,2.4,243,TRUE
2023-04-15,"Nanzi","Kaohsiung City",80,"Moderate",2.3,0.22,61.2,48,11,7.3,8.3,1,1.9,265,TRUE
2023-04-15,"Miaoli","Miaoli County",36,"Good",1.5,0.16,40.9,35,10,5.4,6.3,0.9,4.2,0,TRUE
2023-04-15,"Zhongming","Taichung City",32,"Good",1.7,0.36,30.3,17,7,14.5,21.9,7.4,NA,NA,TRUE
2023-04-15,"Xitun","Taichung City",47,"Good",0.8,0.2,40.4,41,20,6.2,8.4,2.1,2.8,7,TRUE
2023-04-15,"Xinzhuang","New Taipei City",40,"Good",0.5,0.32,46.5,32,12,10.5,10.8,0.2,2.3,87,TRUE
2023-04-15,"Tainan","Tainan City",41,"Good",0.5,0.34,23,23,13,10.4,11.7,1.3,0.4,146,TRUE
2023-04-15,"Taoyuan","Taoyuan City",31,"Good",0.5,0.25,30.9,11,7,9.2,11,1.8,3.2,47,TRUE
2023-04-15,"Changhua (Yuanlin)","Changhua County",60,"Moderate",1.3,0.56,17.3,25,13,18.3,22.2,3.8,0.3,357,TRUE
2023-04-15,"Datong","Taipei City",23,"Good",1.5,0.43,21.6,21,8,14.2,23.7,9.4,NA,NA,TRUE
2023-04-15,"Hukou","Hsinchu County",15,"Good",0.2,0.1,17.9,13,4,4,4.4,0.4,5,52,TRUE
2023-04-15,"Magong","Penghu County",29,"Good",0.5,0.09,26.1,8,1,5.2,5.9,0.6,0,0,TRUE
2023-04-15,"Nanzi","Kaohsiung City",64,"Moderate",1.4,0.4,58.2,31,18,14.5,15.6,1.1,2.1,52,TRUE
2023-04-15,"Zhushan","Nantou County",85,"Moderate",0.6,0.19,12.1,16,8,9.3,9.9,0.5,0.4,9,TRUE
2023-04-15,"Daliao","Kaohsiung City",25,"Good",1.3,0.28,37,18,8,7.5,8,0.4,0.8,294,TRUE
2023-04-15,"Kaohsiung (Hunei)","Kaohsiung City",55,"Moderate",2.2,0.28,41.8,69,25,14.1,16.3,2.2,1.6,219,TRUE
2023-04-15,"Qianjin","Kaohsiung City",50,"Good",1.4,0.32,4.4,20,17,15,15.8,0.8,1.2,9,TRUE
2023-04-15,"Fengshan","Kaohsiung City",35,"Good",0.9,0.34,26.2,15,11,7.7,9.3,1.6,0.4,90,TRUE
2023-04-15,"Pingtung (Fangshan)","Pingtung County",32,"Good",0,0.1,25.2,12,2,4,4.4,0.3,2.3,100,TRUE
2023-04-15,"Hsinchu","Hsinchu City",87,"Moderate",NA,0.43,32.4,44,24,10.6,11.4,0.8,1.2,85,TRUE
2023-04-15,"Shalu","Taichung City",30,"Good",1.1,0.21,15.4,24,14,7.2,13.8,6.6,2.8,159,TRUE
2023-04-15,"Taitung","Taitung County",34,"Good",0.9,0.26,27.7,17,11,5.2,6.6,1.4,1,65,TRUE
2023-04-15,"Banqiao","New Taipei City",56,"Moderate",0.3,0.33,30.2,23,19,5.7,6.1,0.4,1,121,TRUE
2023-04-15,"Wanhua","Taipei City",35,"Good",1.6,0.26,29.9,23,9,16.3,20,3.6,3.3,87,TRUE
2023-04-15,"Renwu","Kaohsiung City",18,"Good",0.9,0.17,22.1,10,9,4.1,5.7,1.5,3.1,149,TRUE
2023-04-15,"Dali","Taichung City",33,"Good",1.5,0.41,25.6,21,8,14.8,15.5,0.7,1.3,357,TRUE
2023-04-15,"Yangming","Taipei City",48,"Good",0.6,0.19,53.8,11,3,0.5,1.1,0.6,3.1,80,TRUE
2023-04-15,"Yonghe","New Taipei City",101,"Unhealthy for Sensitive Groups",1.9,0.43,67.9,39,20,10.4,12.7,2.2,2.5,80,TRUE
2023-04-15,"Taixi","Yunlin County",42,"Good",2.5,0.35,34.1,28,11,13.4,14.7,1.2,6.7,23,TRUE
2023-04-15,"Wanli","New Taipei City",34,"Good",0.5,0.21,35.9,30,5,1.8,2.5,0.6,4.3,11,TRUE
2023-04-15,"Taoyuan","Taoyuan City",33,"Good",2.2,0.3,33.5,14,7,6.8,8.3,1.4,2.7,54,TRUE
2023-04-15,"Kinmen","Kinmen County",111,"Unhealthy for Sensitive Groups",1.4,0.41,6.9,80,45,28.8,30,1.2,0.4,103,TRUE
2023-04-15,"Renwu","Kaohsiung City",36,"Good",0,0.15,8.4,19,8,3.8,4.1,0.3,0.4,74,TRUE
2023-04-15,"Miaoli","Miaoli County",38,"Good",2,0.31,39.2,10,6,8.2,9,0.8,2.1,24,TRUE
2023-04-15,"Guanshan","Taitung County",33,"Good",0.9,0.22,33.8,9,0,2.5,3.2,0.6,1.7,350,TRUE
2023-04-15,"Tainan","Tainan City",42,"Good",0.4,0.36,32.1,19,10,8.4,8.5,0.1,0.3,263,TRUE
2023-04-15,"Xindian","New Taipei City",36,"Good",2,0.18,54.1,12,6,4.6,6,1.4,3,9,TRUE
