"date","sitename","county","aqi","status","so2","co","o3","pm10","pm2.5","no2","nox","no","windspeed","winddirec","after_reform"
2024-04-15,"Hsinchu","Hsinchu City",31,"Good",1.7,0.44,23.7,13,14,10,11.7,1.6,3.3,51,TRUE
2024-04-15,"Zhongshan","Taipei City",32,"Good",1.1,0.24,53.5,23,9,10.4,11.5,1,1.4,124,TRUE
2024-04-15,"Changhua (Yuanlin)","Changhua County",63,"Moderate",1.5,0.42,46.3,38,20,7.6,8.6,0.9,1.2,353,TRUE
2024-04-15,"Nantou","Nantou County",23,"Good",0.5,0.16,7.6,21,7,2.1,5.9,3.8,1.3,153,TRUE
2024-04-15,"New Taipei (Shulin)","New Taipei City",40,"Good",1.6,0.64,14.8,10,8,24.4,32.4,8,0.2,150,TRUE
2024-04-15,"Xiaogang","Kaohsiung City",69,"Moderate",1.8,0.4,20,41,23,17,17.5,0.5,1.5,113,TRUE
2024-04-15,"Fengyuan","Taichung City",61,"Moderate",1.5,0.34,15.4,14,14,7.9,8.6,0.7,2.5,345,TRUE
2024-04-15,"Guanshan","Taitung County",33,"Good",0.4,0.17,37.5,6,1,2.5,2.6,0.1,2.2,5,TRUE
2024-04-15,"Sanchong","New Taipei City",45,"Good",0.8,0.73,27,24,8,27.1,50.3,23.2,NA,NA,TRUE
2024-04-15,"Shalu","Taichung City",18,"Good",1.1,0.23,16.4,16,7,NA,NA,NA,2.7,179,TRUE
2024-04-15,"Dongshan","Yilan County",17,"Good",0.5,0.37,2.3,24,2,9.7,11.7,2,1.2,257,TRUE
2024-04-15,"Guanyin","Taoyuan City",19,"Good",0.4,0.05,20.8,5,6,1.7,2.7,1,4.2,259,TRUE
2024-04-15,"Guanshan","Taitung County",70,"Moderate",0.7,0.29,41.1,52,22,5.1,6.5,1.3,1.1,133,TRUE
2024-04-15,"Hsinchu","Hsinchu City",25,"Good",0.3,0.14,34.8,13,7,2.6,3.3,0.6,1.8,331,TRUE
2024-04-15,"Shanhua","Tainan City",74,"Moderate",3.9,0.47,51.4,47,26,12.4,14.1,1.7,2,264,TRUE
2024-04-15,"Sanchong","New Taipei City",113,"Unhealthy for Sensitive Groups",1.4,1.02,18.7,56,38,41.7,70.7,29,NA,NA,TRUE
2024-04-15,"Datong","Taipei City",50,"Good",1,1.79,1.8,34,18,28.5,84.3,55.8,NA,NA,TRUE
2024-04-15,"Shilin","Taipei City",94,"Moderate",1.1,0.49,50.3,42,30,10.1,10.7,0.6,1.6,152,TRUE
2024-04-15,"Chaozhou","Pingtung County",24,"Good",1.1,0.18,22.4,20,7,3.8,4.3,0.5,1.5,235,TRUE
2024-04-15,"Shalu","Taichung City",82,"Moderate",1.2,0.32,41.2,42,28,8.8,9.4,0.5,3.1,77,TRUE
2024-04-15,"Tucheng","New Taipei City",55,"Moderate",1.4,0.63,8.7,49,24,NA,NA,NA,0.4,190,TRUE
2024-04-15,"Toufen","Miaoli County",30,"Good",1.4,0.29,22,21,8,8.5,9.3,0.7,0.8,86,TRUE
2024-04-15,"Zhongli","Taoyuan City",28,"Good",0,0.37,26.5,24,8,14.1,16.1,2,0.2,260,TRUE
2024-04-15,"Datong","Taipei City",44,"Good",0.7,1.08,8.2,12,11,24.8,57.6,32.7,NA,NA,TRUE
2024-04-15,"Keelung","Keelung City",50,"Good",1.3,0.25,32.2,19,15,8,10.8,2.8,3.7,261,TRUE
2024-04-15,"Pingtung County (Taiwu)","Pingtung County",49,"Good",0.3,0.17,48.2,15,10,1.4,1.3,0,0.1,18,TRUE
2024-04-15,"Miaoli","Miaoli County",32,"Good",1.6,0.2,26.2,22,12,13.7,14.9,1.2,1.5,16,TRUE
2024-04-15,"Magong","Penghu County",90,"Moderate",2.4,0.19,66.7,31,16,3,3.6,0.5,2.6,23,TRUE
2024-04-15,"Wanli","New Taipei City",32,"Good",0.7,0.17,42.5,8,5,2.8,4,1.1,4.4,349,TRUE
2024-04-15,"Xiaogang","Kaohsiung City",58,"Moderate",2.2,0.26,72.5,36,20,12.8,14.8,1.9,3,295,TRUE
2024-04-15,"Chaozhou","Pingtung County",65,"Moderate",2,0.29,50,40,24,4.2,5.2,1,1.9,294,TRUE
2024-04-15,"Mailiao","Yunlin County",12,"Good",1.5,0.15,13.8,11,1,3.9,6.6,2.7,1.7,202,TRUE
2024-04-15,"Yangming","Taipei City",103,"Unhealthy for Sensitive Groups",1.8,0.49,54.7,48,40,4.2,4.8,0.6,1.5,NA,TRUE
2024-04-15,"Shanhua","Tainan City",71,"Moderate",5.4,0.25,15.7,37,28,11.4,15.5,4,1.6,141,TRUE
2024-04-15,"Annan","Tainan City",81,"Moderate",1.8,0.18,39.4,43,33,3.9,4,0,2.8,285,TRUE
2024-04-15,"Linkou","New Taipei City",37,"Good",0.5,0.48,13.4,14,6,22.6,25,2.4,2.3,130,TRUE
2024-04-15,"Erlin","Changhua County",114,"Unhealthy for Sensitive Groups",2,0.34,61.9,132,43,3,3.6,0.5,1.2,302,TRUE
2024-04-15,"Xianxi","Changhua County",53,"Moderate",1.8,0.3,27.3,50,17,10.7,11,0.3,4.2,34,TRUE
2024-04-15,"Wanli","New Taipei City",79,"Moderate",1.7,0.3,62.7,80,21,4.5,5.5,1,5.3,37,TRUE
2024-04-15,"Douliu","Yunlin County",71,"Moderate",1,0.23,27,35,21,5.5,7.1,1.6,1.9,116,TRUE
2024-04-15,"Taixi","Yunlin County",86,"Moderate",1.4,0.3,60.7,42,13,3.8,4.7,0.8,8.7,23,TRUE
2024-04-15,"Changhua","Changhua County",67,"Moderate",1.7,0.43,59.9,47,21,8,9.1,1.1,3.2,0,TRUE
2024-04-15,"Hengchun","Pingtung County",29,"Good",0.4,0.22,39.4,15,3,1.2,1.5,0.3,5,27,TRUE
2024-04-15,"Nanzi","Kaohsiung City",47,"Good",0.9,0.27,14.7,20,15,12.1,13.2,1.1,2,356,TRUE
2024-04-15,"Mailiao","Yunlin County",67,"Moderate",2.3,0.33,26.6,32,22,10.8,14.2,3.4,2.6,344,TRUE
2024-04-15,"Magong","Penghu County",90,"Moderate",1.1,0.28,67.8,44,30,4.6,5.6,1,4.7,1,TRUE
2024-04-15,"Daliao","Kaohsiung City",36,"Good",0.6,0.11,22.9,21,8,4.2,6.3,2.1,3.4,319,TRUE
2024-04-15,"Kinmen","Kinmen County",23,"Good",0.5,0.06,14.5,0,1,1.8,2.9,1,3.3,192,TRUE
2024-04-15,"Zhongli","Taoyuan City",48,"Good",1.3,0.52,31.6,27,12,16.3,22.7,6.3,0.8,350,TRUE
2024-04-15,"Taixi","Yunlin County",19,"Good",0.7,0.1,23.4,23,3,2,3.2,1.1,2.7,82,TRUE
2024-04-15,"Matsu","Lienchiang County",35,"Good",0.9,0.23,29.8,7,6,5,5.1,0.1,2.7,321,TRUE
2024-04-15,"Yilan","Yilan County",33,"Good",0.3,0.24,36.4,15,6,1.9,2.4,0.5,1.3,287,TRUE
2024-04-15,"Lunbei","Yunlin County",76,"Moderate",1.4,0.14,28.8,20,20,1,1.7,0.6,1.4,225,TRUE
2024-04-15,"Zuoying","Kaohsiung City",115,"Unhealthy for Sensitive Groups",2.5,1.06,16.8,73,47,33.3,42.9,9.6,1,330,TRUE
2024-04-15,"Hukou","Hsinchu County",96,"Moderate",1,0.53,44.9,59,50,8,8.7,0.6,4.1,57,TRUE
2024-04-15,"Annan","Tainan City",90,"Moderate",0.4,0.17,24.7,44,32,5.2,5,0,1.2,293,TRUE
2024-04-15,"Kinmen","Kinmen County",48,"Good",0.6,0.19,51.4,12,11,6.7,7.7,1,2.4,174,TRUE
2024-04-15,"Dacheng","Changhua County",39,"Good",1.1,0.12,35.9,23,7,5.5,6.1,0.6,2.8,41,TRUE
2024-04-15,"Renwu","Kaohsiung City",32,"Good",0.9,0.39,17.4,22,10,19,20.4,1.4,1.6,83,TRUE
2024-04-15,"Lunbei","Yunlin County",19,"Good",0.9,0.11,19.2,18,6,2.5,3.3,0.7,1,174,TRUE
2024-04-15,"Sanyi","Miaoli County",21,"Good",1,0.1,15.9,9,3,2.2,3.4,1.2,0.3,200,TRUE
2024-04-15,"New Taipei (Shulin)","New Taipei City",102,"Unhealthy for Sensitive Groups",0.4,0.42,9.3,42,40,16.1,17.4,1.2,0.6,88,TRUE
2024-04-15,"Dacheng","Changhua County",21,"Good",1,NA,13.7,15,6,2.5,4.1,1.6,1.7,195,TRUE
2024-04-15,"Zhongming","Taichung City",12,"Good",1.5,0.21,16.2,17,4,4.4,7.4,2.9,3.7,199,TRUE
2024-04-15,"Xiaogang","Kaohsiung City",71,"Moderate",3.1,0.45,40.7,52,24,22.8,24,1.1,1.1,349,TRUE
2024-04-15,"Mailiao","Yunlin County",50,"Good",1.7,0.25,61.2,100,17,NA,NA,NA,8,2,TRUE
2024-04-15,"Hualien","Hualien County",29,"Good",0.1,0.17,33,15,9,1.8,2.5,0.7,2.7,199,TRUE
2024-04-15,"Changhua (Yuanlin)","Changhua County",104,"Unhealthy for Sensitive Groups",3.7,0.6,15.6,60,38,25.7,37.5,11.8,0.8,4,TRUE
2024-04-15,"Miaoli","Miaoli County",87,"Moderate",0.9,0.33,9.5,33,22,10.1,11.2,1.1,0.9,139,TRUE
2024-04-15,"Guting","Taipei City",20,"Good",0.5,0.25,9.9,11,4,12.6,14.3,1.6,0.8,121,TRUE
2024-04-15,"Yonghe","New Taipei City",43,"Good",1.4,0.75,41.7,23,9,26.1,35,8.8,0.5,42,TRUE
2024-04-15,"Linyuan","Kaohsiung City",58,"Moderate",2.6,0.2,70.7,32,18,3.5,4.5,0.9,3.8,287,TRUE
2024-04-15,"Pingtung (Fangshan)","Pingtung County",28,"Good",0.2,0.11,31.8,18,2,0.7,1.1,0.4,4.6,297,TRUE
2024-04-15,"Pingtung","Pingtung County",62,"Moderate",0.9,0.32,30.7,47,21,9.2,10,0.8,1.5,15,TRUE
2024-04-15,"Pingzhen","Taoyuan City",51,"Moderate",1.5,0.22,56.5,24,7,14.6,16.9,2.3,3,21,TRUE
2024-04-15,"Miaoli","Miaoli County",83,"Moderate",1.2,0.37,17.4,49,28,14.4,15.8,1.4,1.7,174,TRUE
2024-04-15,"Guting","Taipei City",22,"Good",2.1,0.33,33.1,8,2,9,13.5,4.4,1.7,61,TRUE
2024-04-15,"Daliao","Kaohsiung City",98,"Moderate",1.3,0.17,21.7,39,30,7.6,7.7,0,2.6,345,TRUE
2024-04-15,"Yangming","Taipei City",44,"Good",0.4,0.23,44,18,10,1.5,2,0.5,NA,NA,TRUE
2024-04-15,"Songshan","Taipei City",51,"Moderate",1.6,0.34,31.8,35,17,12.7,13.4,0.7,0.5,247,TRUE
2024-04-15,"Dajia (Rinan Elementary School)","Taichung City",42,"Good",0.3,0.57,3.7,17,6,25.5,27.9,2.3,0.4,109,TRUE
2024-04-15,"New Taipei (Shulin)","New Taipei City",35,"Good",0.6,0.32,36.8,32,13,10.5,11.9,1.3,0.1,265,TRUE
2024-04-15,"Hualien","Hualien County",30,"Good",0.9,0.15,34.4,15,9,2,3.1,1,2.8,123,TRUE
2024-04-15,"Fengshan","Kaohsiung City",27,"Good",2.2,0.33,9.9,22,7,8.7,11.3,2.6,0.8,293,TRUE
2024-04-15,"Dacheng","Changhua County",20,"Good",NA,NA,22.5,31,5,NA,NA,NA,6.6,260,TRUE
2024-04-15,"Hsinchu","Hsinchu City",68,"Moderate",1.5,0.32,16.8,24,17,13.5,14.9,1.3,0.2,65,TRUE
2024-04-15,"Fengshan","Kaohsiung City",77,"Moderate",1.8,0.56,51.4,65,13,15.8,19.5,3.6,1.7,280,TRUE
2024-04-15,"Linkou","New Taipei City",29,"Good",1.8,0.24,19.4,14,10,12.8,13.1,0.2,0.5,11,TRUE
2024-04-15,"Xiaogang","Kaohsiung City",62,"Moderate",2.9,0.29,47.6,36,24,24.5,29,4.5,4,256,TRUE
2024-04-15,"Guting","Taipei City",13,"Good",0.6,0.11,9.9,16,4,3,3.6,0.5,0.9,129,TRUE
2024-04-15,"Magong","Penghu County",22,"Good",0.9,0.07,32.2,3,0,2.5,3.6,1,2.7,243,TRUE
2024-04-15,"Xinzhuang","New Taipei City",54,"Moderate",0.9,0.9,1.8,25,17,26.2,42.1,15.8,0.3,261,TRUE
2024-04-15,"Linkou","New Taipei City",58,"Moderate",0.3,0.32,47.9,23,18,18.9,20.8,1.8,2.3,132,TRUE
2024-04-15,"Annan","Tainan City",25,"Good",0.6,0.13,24.8,8,4,1.9,3.5,1.5,3.3,212,TRUE
2024-04-15,"Banqiao","New Taipei City",26,"Good",0.4,0.29,2.9,23,10,11,14.5,3.5,1,142,TRUE
2024-04-15,"Fuxing","Kaohsiung City",85,"Moderate",0.9,0.37,10.4,24,28,11.2,14.2,3,0.9,138,TRUE
2024-04-15,"Shalu","Taichung City",24,"Good",1.4,0.13,12,12,7,5.7,6.7,1,2.6,158,TRUE
2024-04-15,"Mailiao","Yunlin County",96,"Moderate",2.9,0.67,34.3,57,39,15,15.2,0.2,1.8,28,TRUE
2024-04-15,"Kaohsiung (Hunei)","Kaohsiung City",43,"Good",0.8,0.26,12.2,35,19,10.1,12,1.9,0.3,354,TRUE
2024-04-15,"Zhongming","Taichung City",20,"Good",0.6,0.19,6.3,11,6,6.7,7.9,1.2,0.3,314,TRUE
2024-04-15,"Guanshan","Taitung County",20,"Good",0.9,0.1,19.7,8,1,1.9,3,1.1,1.8,358,TRUE
2024-04-15,"Chiayi (Shuishang)","Chiayi County",71,"Moderate",0.4,0.27,19.4,NA,18,9.8,10.3,0.5,1.8,354,TRUE
2024-04-15,"Yilan","Yilan County",43,"Good",0.5,0.29,26.7,20,18,9,9.7,0.7,0.3,217,TRUE
2024-04-15,"New Taipei (Shulin)","New Taipei City",33,"Good",0.2,0.26,21.6,13,7,12.3,13.5,1.2,0,57,TRUE
2024-04-15,"Douliu","Yunlin County",73,"Moderate",1.4,0.3,25.6,39,25,14.9,16.5,1.5,1.2,353,TRUE
2024-04-15,"Shilin","Taipei City",41,"Good",0.6,0.31,5.1,20,12,9.7,11.6,1.9,0.3,245,TRUE
2024-04-15,"Tucheng","New Taipei City",30,"Good",1.2,0.21,33.5,20,8,7.2,9.9,2.6,0.8,200,TRUE
2024-04-15,"Puzi","Chiayi County",83,"Moderate",2.5,0.29,81.8,59,20,5.4,6.1,0.7,2.3,344,TRUE
2024-04-15,"Yilan","Yilan County",24,"Good",0.6,0.1,24.5,0,4,1.2,1.7,0.4,1.1,290,TRUE
2024-04-15,"Shilin","Taipei City",14,"Good",0,0.14,11.4,17,6,4.3,5.7,1.4,0.4,0,TRUE
2024-04-15,"Puzi","Chiayi County",51,"Moderate",0.3,0.18,18.1,20,16,5.7,7,1.3,0.7,288,TRUE
2024-04-15,"Hsinchu","Hsinchu City",57,"Moderate",1.3,0.28,51.8,16,16,5.7,6.9,1.2,2,245,TRUE
2024-04-15,"Pingtung","Pingtung County",53,"Moderate",1.3,0.32,29.7,48,17,11.5,12.3,0.7,1.4,112,TRUE
2024-04-15,"Zuoying","Kaohsiung City",37,"Good",3.2,0.45,16.2,32,12,6.6,7.5,0.9,3.6,177,TRUE
2024-04-15,"Wanhua","Taipei City",23,"Good",0.7,0.26,27.2,17,6,11,14.9,3.9,1.3,340,TRUE
2024-04-15,"Dacheng","Changhua County",27,"Good",0.7,0.02,22.3,3,4,2.8,4.1,1.3,1,38,TRUE
2024-04-15,"Tainan (Madou)","Tainan City",107,"Unhealthy for Sensitive Groups",2.1,0.57,21.9,57,38,16.3,17,0.7,1.8,356,TRUE
2024-04-15,"Yonghe","New Taipei City",42,"Good",1.3,0.67,9.9,16,14,24.1,32.6,8.5,0.2,303,TRUE
2024-04-15,"Guanshan","Taitung County",47,"Good",0.2,0.19,23.4,24,12,2.5,2.8,0.3,0.5,324,TRUE
2024-04-15,"Qiaotou","Kaohsiung City",114,"Unhealthy for Sensitive Groups",1.4,0.5,17.7,58,41,15.7,16.8,1,2.2,15,TRUE
2024-04-15,"Changhua","Changhua County",41,"Good",0.6,0.2,25.3,40,13,6.9,8.2,1.3,1.9,183,TRUE
2024-04-15,"Douliu","Yunlin County",102,"Unhealthy for Sensitive Groups",1.2,0.43,27,52,35,8.6,9.8,1.1,1.5,344,TRUE
2024-04-15,"Dongshan","Yilan County",81,"Moderate",0.5,0.31,33.4,36,20,7,7.6,0.6,1.1,250,TRUE
2024-04-15,"Banqiao","New Taipei City",22,"Good",1,0.52,19.6,20,6,13.4,17.8,4.4,3.5,47,TRUE
2024-04-15,"Matsu","Lienchiang County",84,"Moderate",1,0.24,58.1,71,30,3.1,3.6,0.5,4.7,230,TRUE
2024-04-15,"Fuxing","Kaohsiung City",66,"Moderate",2.1,0.4,30.4,39,18,11.6,12.1,0.4,0.8,105,TRUE
2024-04-15,"Toufen","Miaoli County",77,"Moderate",1.7,0.42,1.2,19,20,7.3,15.4,8,0.3,103,TRUE
2024-04-15,"Xingang","Chiayi County",47,"Good",0.8,0.23,11.9,27,11,10.1,11.6,1.5,0.3,328,TRUE
2024-04-15,"Xingang","Chiayi County",27,"Good",1.2,0.2,15.5,24,11,7.2,8.2,1,0.4,110,TRUE
2024-04-15,"Hsinchu","Hsinchu City",96,"Moderate",2.4,0.31,54.1,28,22,5.4,6.8,1.3,2.2,44,TRUE
2024-04-15,"Linkou","New Taipei City",26,"Good",0.4,0.14,27.2,13,7,3.1,5,1.8,2.9,106,TRUE
2024-04-15,"Pingtung (Liuqiu)","Pingtung County",93,"Moderate",0.5,0.23,56,15,11,3.1,4,0.9,1.2,119,TRUE
2024-04-15,"Miaoli","Miaoli County",61,"Moderate",0.7,0.23,28.8,25,15,3.8,5.3,1.5,2.4,232,TRUE
2024-04-15,"Shilin","Taipei City",41,"Good",1.3,0.24,44.8,24,14,13.3,16.4,3.1,1.6,140,TRUE
2024-04-15,"Annan","Tainan City",27,"Good",0.3,0.15,21.1,14,5,1.8,2.6,0.7,2.3,239,TRUE
2024-04-15,"Xizhi","New Taipei City",94,"Moderate",1.3,0.8,5.4,56,44,42.3,61.8,19.4,1.8,258,TRUE
2024-04-15,"Changhua","Changhua County",85,"Moderate",2.7,0.42,35.5,78,35,24.3,29.6,5.3,1.6,261,TRUE
2024-04-15,"New Taipei (Shulin)","New Taipei City",70,"Moderate",1.1,0.64,3.9,26,23,44.5,69.8,25.3,0,354,TRUE
2024-04-15,"Tamsui","New Taipei City",32,"Good",2.2,0.48,7,21,13,17.7,18.9,1.2,2.3,180,TRUE
2024-04-15,"Dali","Taichung City",75,"Moderate",1.2,0.4,37.2,33,20,12.2,11.9,0,1.4,250,TRUE
2024-04-15,"Xingang","Chiayi County",15,"Good",2.1,0.15,29.5,14,NA,4.5,7.1,2.5,3.3,190,TRUE
2024-04-15,"Guting","Taipei City",28,"Good",1.1,0.3,35.2,7,8,12.6,13.6,0.9,1.4,53,TRUE
2024-04-15,"Annan","Tainan City",26,"Good",1,0.25,9.9,25,4,8.7,11.5,2.7,3.2,119,TRUE
2024-04-15,"Banqiao","New Taipei City",31,"Good",1.1,0.26,34.8,15,5,8.5,10.4,1.9,2.1,55,TRUE
2024-04-15,"Yilan","Yilan County",43,"Good",1.2,0.28,48.7,23,8,4.3,4.6,0.2,1.8,84,TRUE
2024-04-15,"Mailiao","Yunlin County",49,"Good",1,0.19,49.7,39,14,3,4.6,1.5,6.6,3,TRUE
2024-04-15,"Mailiao","Yunlin County",32,"Good",1.3,0.18,23,30,14,5.5,6.2,0.7,1.8,357,TRUE
2024-04-15,"Datong","Taipei City",66,"Moderate",1.7,1.78,0.9,31,19,39.7,115.1,75.4,NA,NA,TRUE
2024-04-15,"Tucheng","New Taipei City",58,"Moderate",0.6,0.45,12.4,22,18,16.5,17.7,1.1,0.2,126,TRUE
2024-04-15,"Zhongshan","Taipei City",100,"Moderate",0.9,0.76,38.4,62,33,35.9,44.2,8.2,1.2,357,TRUE
2024-04-15,"Xizhi","New Taipei City",30,"Good",0.7,0.23,17,13,10,15.2,16.3,1,0.5,2,TRUE
2024-04-15,"Taixi","Yunlin County",42,"Good",0.6,0.17,27.1,36,7,2.7,3.9,1.1,1.9,208,TRUE
2024-04-15,"Meinong","Kaohsiung City",62,"Moderate",1,0.47,36,47,21,7.5,10,2.4,1.2,278,TRUE
2024-04-15,"Magong","Penghu County",41,"Good",1.1,0.27,19.8,26,16,10.9,15.9,4.9,2.6,149,TRUE
2024-04-15,"Keelung","Keelung City",18,"Good",0.5,0.13,22.8,5,2,0.8,1.5,0.6,2.9,286,TRUE
2024-04-15,"Xingang","Chiayi County",31,"Good",0.4,0.07,36,16,12,1.9,3.2,1.2,1.1,245,TRUE
2024-04-15,"Zhushan","Nantou County",36,"Good",1,0.17,52.3,NA,NA,4.4,4.9,0.5,2.6,301,TRUE
2024-04-15,"Longtan","Taoyuan City",41,"Good",1.4,0.16,44.6,17,12,8.6,9.5,0.9,3.6,101,TRUE
2024-04-15,"Yangming","Taipei City",77,"Moderate",1.1,0.26,65.8,52,23,3.6,4.5,0.9,2.7,40,TRUE
2024-04-15,"Tainan (Madou)","Tainan City",32,"Good",0.7,0.17,23.4,17,8,9,11.2,2.2,0.2,141,TRUE
2024-04-15,"Qianzhen","Kaohsiung City",65,"Moderate",5.6,0.29,23.3,40,19,24.7,25.4,0.7,0.2,293,TRUE
2024-04-15,"Yonghe","New Taipei City",83,"Moderate",0.8,0.76,19.7,35,25,29.5,32.8,3.2,0.7,103,TRUE
2024-04-15,"Linkou","New Taipei City",25,"Good",0.4,0.19,20,6,5,7.5,8.2,0.7,2.7,138,TRUE
2024-04-15,"Kaohsiung (Hunei)","Kaohsiung City",27,"Good",0.7,0.1,24.9,20,7,1.1,1.2,0.1,3.3,289,TRUE
2024-04-15,"Guanshan","Taitung County",22,"Good",0.7,0.12,16.4,18,6,2.4,3.2,0.8,1.4,259,TRUE
2024-04-15,"Linyuan","Kaohsiung City",123,"Unhealthy for Sensitive Groups",3,0.5,10.7,89,42,18.5,19.3,0.7,0.4,359,TRUE
2024-04-15,"Fengshan","Kaohsiung City",18,"Good",4.2,0.45,14.9,21,8,11.7,15.4,3.6,0.4,305,TRUE
2024-04-15,"Longtan","Taoyuan City",21,"Good",1.2,0.15,7,16,9,8.1,8.8,0.6,2.2,175,TRUE
2024-04-15,"Xitun","Taichung City",31,"Good",1.5,0.13,7.3,21,7,9.9,11,1.1,0.3,167,TRUE
2024-04-15,"Zhongli","Taoyuan City",34,"Good",1.1,0.86,5.5,21,8,15.4,35.2,19.7,1.1,190,TRUE
2024-04-15,"Taoyuan","Taoyuan City",63,"Moderate",5.1,0.31,65.5,30,25,13,14.2,1.1,2.3,317,TRUE
2024-04-15,"Pingzhen","Taoyuan City",28,"Good",0.9,0.36,45.8,2,5,14.4,16.4,1.9,3.6,67,TRUE
2024-04-15,"Datong","Taipei City",48,"Good",1.6,2.23,3,16,12,29.6,93.2,63.5,NA,NA,TRUE
2024-04-15,"Tainan (Madou)","Tainan City",57,"Moderate",1.4,0.46,13.4,48,21,12.8,17.3,4.5,0.3,2,TRUE
2024-04-15,"Xiaogang","Kaohsiung City",67,"Moderate",1.3,0.67,38.3,59,28,27.6,29.4,1.8,1.5,293,TRUE
2024-04-15,"Xiaogang","Kaohsiung City",55,"Moderate",4.1,0.51,32.1,35,13,9.3,10.5,1.2,2.1,155,TRUE
2024-04-15,"Xingang","Chiayi County",29,"Good",1.1,0.07,20.7,15,10,NA,NA,NA,0.3,132,TRUE
